City,Population,Plant,Transect,Latitude,Longitude,Distance,Tissue,Plate,Notes,Qubit_conc,260_280,nanodrop_conc,HCN_Result,Locus.Li,Locus.Ac,Habitat
Toronto,118,18,C,43.82482022,-79.30292324,19.76383379,Petiole/stolon,10,NA,31.6,1.817,54.569,0,NA,0,Suburban
Toronto,118,19,C,43.82482022,-79.30292324,19.76383379,Petiole/stolon,10,NA,15.2,1.71,32.489,0,NA,1,Suburban
Toronto,118,20,C,43.82482022,-79.30292324,19.76383379,Petiole/stolon,10,NA,0,1.659,8.57,0,NA,0,Suburban
Toronto,119,1,C,43.82545532,-79.31859168,19.47303486,Leaf,10,NA,9.2,1.737,15.562,0,0,NA,Suburban
Toronto,119,2,C,43.82545532,-79.31859168,19.47303486,Leaf,10,NA,24.2,1.767,53.728,1,1,NA,Suburban
Toronto,119,3,C,43.82545532,-79.31859168,19.47303486,Leaf/Petiole,10,NA,13.4,1.81,24.876,0,0,NA,Suburban
Toronto,119,4,C,43.82545532,-79.31859168,19.47303486,Petiole/Stolon,10,NA,23.8,1.7,47.591,0,0,NA,Suburban
Toronto,119,5,C,43.82545532,-79.31859168,19.47303486,Leaf,10,NA,15.4,1.867,26.053,1,1,NA,Suburban
Toronto,119,6,C,43.82545532,-79.31859168,19.47303486,Petiole/Stolon,10,NA,15,1.817,24.531,0,0,NA,Suburban
Toronto,119,7,C,43.82545532,-79.31859168,19.47303486,Petiole/Stolon,10,NA,15,1.791,32.334,0,1,NA,Suburban
Toronto,119,8,C,43.82545532,-79.31859168,19.47303486,Leaf/Petiole,10,NA,12.2,1.806,22.033,0,0,NA,Suburban
Toronto,119,9,C,43.82545532,-79.31859168,19.47303486,Petiole/Stolon,10,NA,45.6,1.825,75.653,0,0,NA,Suburban
Toronto,119,10,C,43.82545532,-79.31859168,19.47303486,Petiole/Stolon,10,NA,10.3,1.838,17.483,0,0,NA,Suburban
Toronto,119,11,C,43.82545532,-79.31859168,19.47303486,Leaf/Petiole,10,NA,0,1.414,4.9,1,1,NA,Suburban
Toronto,119,12,C,43.82545532,-79.31859168,19.47303486,Petiole/Stolon,10,NA,14.3,1.35,25.292,0,1,NA,Suburban
Toronto,119,13,C,43.82545532,-79.31859168,19.47303486,Petiole/Stolon,10,NA,156,1.829,259.894,0,0,NA,Suburban
Toronto,119,14,C,43.82545532,-79.31859168,19.47303486,Petiole/Stolon,10,NA,9.14,2.321,28.954,0,0,NA,Suburban
Toronto,119,15,C,43.82545532,-79.31859168,19.47303486,Petiole/Stolon,10,NA,20,1.814,46.814,0,1,NA,Suburban
Toronto,119,16,C,43.82545532,-79.31859168,19.47303486,Petiole/Stolon,10,NA,16.2,1.827,27.689,0,0,NA,Suburban
Toronto,119,17,C,43.82545532,-79.31859168,19.47303486,Leaf/Petiole/Stolon,10,NA,11.6,1.775,28.533,0,0,NA,Suburban
Toronto,119,18,C,43.82545532,-79.31859168,19.47303486,Leaf/Petiole/Stolon,10,NA,49.2,1.851,83.633,0,0,NA,Suburban
Toronto,119,19,C,43.82545532,-79.31859168,19.47303486,Petiole/Stolon,10,NA,33,1.847,51.611,0,0,NA,Suburban
Toronto,119,20,C,43.82545532,-79.31859168,19.47303486,Petiole/Stolon,10,NA,8.94,1.799,32.193,0,0,NA,Suburban
