city,seed,tp_scaled_r,nSites_r,nSites_u,tp_diff,betaLog_Dist,pvalLog_Dist,betaLog_fromGlobalModel,sig
Armidale,61,0.019048937010097272,234435,233462,1.4454672994380566e-4,1.487,0,0.32,Significantly positive
Armidale,62,0.01897973320302918,234855,232648,3.64316043717932e-4,1.487,0,0.32,Significantly positive
Armidale,63,0.019009162356572042,233728,234160,2.129033064877349e-4,1.487,0,0.32,Significantly positive
Armidale,64,0.018824464726015382,233720,234177,5.237831248080561e-4,1.487,0,0.32,Significantly positive
Armidale,65,0.019003421308740727,234269,233612,2.3765535337060342e-4,1.487,0,0.32,Significantly positive
Armidale,66,0.019238781254323156,234213,233694,-2.17204718370681e-4,1.487,0,0.32,Significantly positive
Armidale,67,0.01925478878440552,233528,234300,-2.549295466071806e-4,1.487,0,0.32,Significantly positive
Armidale,68,0.019209672361214597,234055,233862,-1.6396712911733585e-4,1.487,0,0.32,Significantly positive
Armidale,69,0.019067141885198518,233494,234345,8.400725452530067e-5,1.487,0,0.32,Significantly positive
Armidale,7,0.019051457873832858,232679,234754,1.1110852771407595e-4,1.487,0,0.32,Significantly positive
Armidale,70,0.01906847904659583,233688,234239,1.3389402670310052e-4,1.487,0,0.32,Significantly positive
Armidale,71,0.0191728442364651,233046,234646,-1.0111898268453517e-4,1.487,0,0.32,Significantly positive
Armidale,72,0.01906664532463326,233767,234133,1.1811544062170429e-4,1.487,0,0.32,Significantly positive
Armidale,73,0.01912918389065734,233053,234679,4.90699711954562e-6,1.487,0,0.32,Significantly positive
Armidale,74,0.0189782880041337,234721,232857,3.5880923554525504e-4,1.487,0,0.32,Significantly positive
Armidale,75,0.01926775936064793,234665,232846,-3.1283683517499203e-4,1.487,0,0.32,Significantly positive
Armidale,76,0.01926015238565181,233136,234568,-2.3500317981766175e-4,1.487,0,0.32,Significantly positive
Armidale,77,0.019147078355057974,234330,233543,-6.369884698907355e-5,1.487,0,0.32,Significantly positive
Armidale,78,0.019357123578788358,233726,234216,-4.8768679865584044e-4,1.487,0,0.32,Significantly positive
Armidale,79,0.019105327105744904,234490,233231,7.315036627120533e-5,1.487,0,0.32,Significantly positive
Armidale,8,0.01921452081961276,233776,234198,-1.5787259272172227e-4,1.487,0,0.32,Significantly positive
Armidale,80,0.019000543824431778,233491,234373,2.3842156431945136e-4,1.487,0,0.32,Significantly positive
Armidale,81,0.01897857193055075,233830,234111,3.2971609618125466e-4,1.487,0,0.32,Significantly positive
Armidale,82,0.01931820108056019,235273,230909,-4.3978309557727094e-4,1.487,0,0.32,Significantly positive
Armidale,83,0.01937031949858034,234659,232883,-5.169970658314739e-4,1.487,0,0.32,Significantly positive
Armidale,84,0.01905640573981373,234054,233892,1.2600133300100583e-4,1.487,0,0.32,Significantly positive
Armidale,85,0.01890519811498979,234228,233522,3.839750619906157e-4,1.487,0,0.32,Significantly positive
Armidale,86,0.019254644967562285,234768,232722,-2.610271468026712e-4,1.487,0,0.32,Significantly positive
Armidale,87,0.01930857442937329,234541,233134,-4.608649178767382e-4,1.487,0,0.32,Significantly positive
Armidale,88,0.01910310438351509,234770,232705,6.448028328284033e-5,1.487,0,0.32,Significantly positive
Armidale,89,0.019097877220406068,232427,234841,7.557941003935587e-5,1.487,0,0.32,Significantly positive
Armidale,9,0.018998383478370053,233840,234098,1.840892181424851e-4,1.487,0,0.32,Significantly positive
Armidale,90,0.01894949600619299,233550,234378,3.2590501385084195e-4,1.487,0,0.32,Significantly positive
Armidale,91,0.01898764481779873,233734,234048,2.79214352754166e-4,1.487,0,0.32,Significantly positive
Armidale,92,0.01921574339039566,233633,234271,-2.0143024110448604e-4,1.487,0,0.32,Significantly positive
Armidale,93,0.01914888764466344,233653,234227,-1.171308128921078e-4,1.487,0,0.32,Significantly positive
Armidale,94,0.018966485492779368,234080,233807,3.1849481815693706e-4,1.487,0,0.32,Significantly positive
Armidale,95,0.019276386229469374,234609,233184,-3.0520999403046284e-4,1.487,0,0.32,Significantly positive
Armidale,96,0.01928904856008518,234799,232684,-3.7246946373560574e-4,1.487,0,0.32,Significantly positive
Armidale,97,0.018956827367849483,233278,234472,3.288446024782253e-4,1.487,0,0.32,Significantly positive
Armidale,98,0.01928517825836343,233601,234339,-3.118491975502742e-4,1.487,0,0.32,Significantly positive
Armidale,99,0.019258280213424742,234237,233568,-2.611990451874477e-4,1.487,0,0.32,Significantly positive
Athens,1,0.018943366100034505,233747,232397,-2.1762882327240607e-5,1.565,0,1.788,Significantly positive
Athens,10,0.019008044841050925,233445,232806,-8.774092318368162e-5,1.565,0,1.788,Significantly positive
Athens,100,0.019054021884735876,233437,232862,-2.1439589083356927e-4,1.565,0,1.788,Significantly positive
Athens,11,0.01893605433675396,233636,232654,1.8097209933912173e-5,1.565,0,1.788,Significantly positive
Athens,12,0.01897780703313853,233079,233257,-7.849405665044662e-5,1.565,0,1.788,Significantly positive
Athens,13,0.018826233433921185,233792,232450,2.5937319924667496e-4,1.565,0,1.788,Significantly positive
Athens,14,0.018955415968036276,233532,232785,1.5492624002438893e-7,1.565,0,1.788,Significantly positive
Athens,15,0.019065556065860908,233153,233211,-3.0615209843775845e-4,1.565,0,1.788,Significantly positive
Athens,16,0.01891089942045443,233433,232822,8.089348765026594e-5,1.565,0,1.788,Significantly positive
Athens,17,0.018924631813511318,233341,232969,5.9442985717694796e-5,1.565,0,1.788,Significantly positive
Athens,18,0.018859164095280816,233662,232668,2.1600345918351e-4,1.565,0,1.788,Significantly positive
Athens,19,0.018942261206953664,233016,233305,-1.6495857047781753e-5,1.565,0,1.788,Significantly positive
Athens,2,0.018943417940047905,233186,233108,-3.303388277487926e-5,1.565,0,1.788,Significantly positive
Athens,20,0.018916016891888914,233516,232764,4.16365184275104e-5,1.565,0,1.788,Significantly positive
Athens,21,0.018994431664257565,233292,233109,-6.321806158120225e-5,1.565,0,1.788,Significantly positive
Athens,22,0.018863918784378063,233298,233091,1.862724536490709e-4,1.565,0,1.788,Significantly positive
Athens,23,0.018932855486624288,232782,233489,1.6064572497320045e-5,1.565,0,1.788,Significantly positive
Athens,24,0.01881527491576449,233002,233379,2.665093635760944e-4,1.565,0,1.788,Significantly positive
Athens,25,0.018849725780880334,233381,232993,2.0243794170831872e-4,1.565,0,1.788,Significantly positive
Athens,26,0.018926830221277436,233551,232696,4.44292017487552e-5,1.565,0,1.788,Significantly positive
Athens,27,0.01892811288064256,232750,233529,1.214589308170047e-5,1.565,0,1.788,Significantly positive
Athens,28,0.018817365342618998,233419,232896,2.7656315018188826e-4,1.565,0,1.788,Significantly positive
Athens,29,0.018895882284550063,233161,233191,8.096044354661061e-5,1.565,0,1.788,Significantly positive
Athens,3,0.018900711984118378,232765,233485,5.034195039562567e-5,1.565,0,1.788,Significantly positive
Athens,30,0.018856507591969027,233096,233197,1.6123366320762791e-4,1.565,0,1.788,Significantly positive
Athens,31,0.01900158721893902,233228,233096,-9.049974501579641e-5,1.565,0,1.788,Significantly positive
Athens,32,0.018905485079369105,233415,232874,8.470232248473583e-5,1.565,0,1.788,Significantly positive
Athens,33,0.018960123669928976,233299,233086,-5.24430430485362e-5,1.565,0,1.788,Significantly positive
Athens,34,0.018868359566836097,233085,233253,1.6004560199891354e-4,1.565,0,1.788,Significantly positive
Athens,35,0.018949166374522562,233266,233077,1.7583213782881857e-5,1.565,0,1.788,Significantly positive
Athens,36,0.018972373866882452,233291,233047,-7.304012700185686e-5,1.565,0,1.788,Significantly positive
Athens,37,0.01897963358341543,233198,233162,-5.652230316182533e-5,1.565,0,1.788,Significantly positive
Athens,38,0.019020457126750254,233305,233153,-1.5094667249926363e-4,1.565,0,1.788,Significantly positive
Athens,39,0.018933807215658727,233405,232846,2.7069026109410865e-5,1.565,0,1.788,Significantly positive
Athens,4,0.01888435743661184,233266,233123,1.3382468983981835e-4,1.565,0,1.788,Significantly positive
Athens,40,0.018882229606034792,232950,233393,1.5265474670196622e-4,1.565,0,1.788,Significantly positive
Athens,41,0.018967342680394003,233599,232671,-3.893714959473174e-5,1.565,0,1.788,Significantly positive
Athens,42,0.018891489185921782,233572,232717,9.126145535177238e-5,1.565,0,1.788,Significantly positive
Athens,43,0.01893941764561774,233109,233247,-7.134952477796941e-8,1.565,0,1.788,Significantly positive
Athens,44,0.018900921531785683,233224,233170,6.962801052861484e-5,1.565,0,1.788,Significantly positive
Athens,45,0.018954523915585036,232691,233522,-1.063631820600805e-5,1.565,0,1.788,Significantly positive
Athens,46,0.01904846158211604,232850,233369,-2.3432081821451317e-4,1.565,0,1.788,Significantly positive
Athens,47,0.018971453953487465,233339,232984,-6.859431093977214e-5,1.565,0,1.788,Significantly positive
Athens,48,0.018863650205349317,233670,232580,1.660868541225706e-4,1.565,0,1.788,Significantly positive
Athens,49,0.01903570625753594,232959,233414,-1.7110119297585047e-4,1.565,0,1.788,Significantly positive
Athens,5,0.01902897354216511,232961,233384,-1.723982405948156e-4,1.565,0,1.788,Significantly positive
Athens,50,0.018916318071416728,233551,232798,1.0217623209242757e-4,1.565,0,1.788,Significantly positive
Athens,51,0.01891712411777336,233526,232840,5.614590922001228e-5,1.565,0,1.788,Significantly positive
Athens,52,0.019052630051123877,232726,233555,-2.2831021957495784e-4,1.565,0,1.788,Significantly positive
Athens,53,0.01898144173482691,233312,233089,-2.961950747509476e-5,1.565,0,1.788,Significantly positive
Athens,54,0.018884949509148947,233401,232947,1.2751806261625254e-4,1.565,0,1.788,Significantly positive
Athens,55,0.018960888022791094,232880,233428,5.994646365480721e-6,1.565,0,1.788,Significantly positive
Athens,56,0.018957658497744573,233071,233277,1.6786971386711924e-5,1.565,0,1.788,Significantly positive
Athens,57,0.01887602670393427,232907,233438,1.36053840622017e-4,1.565,0,1.788,Significantly positive
Athens,58,0.018932697392984258,232666,233606,2.8231311131436676e-5,1.565,0,1.788,Significantly positive
Athens,59,0.018691056900494964,232597,233668,4.89608780308539e-4,1.565,0,1.788,Significantly positive
Athens,6,0.019010133355628456,232853,233412,-1.0287028740168722e-4,1.565,0,1.788,Significantly positive
Athens,60,0.019007344011269474,233314,233013,-1.0803021301850416e-4,1.565,0,1.788,Significantly positive
Athens,61,0.018975357441014803,233315,233067,-8.895438433051059e-5,1.565,0,1.788,Significantly positive
Athens,62,0.01897186810332213,233704,232540,-4.6647172380332586e-5,1.565,0,1.788,Significantly positive
Athens,63,0.01893969704842516,233459,232811,1.4744338086090936e-5,1.565,0,1.788,Significantly positive
Athens,64,0.01894948477016717,232642,233601,4.9439946795439005e-6,1.565,0,1.788,Significantly positive
Athens,65,0.018905033913892418,233144,233153,3.51574034242845e-5,1.565,0,1.788,Significantly positive
Athens,66,0.018999552678154646,233139,233228,-1.0159954796391465e-4,1.565,0,1.788,Significantly positive
Athens,67,0.01888830537875795,232948,233457,1.311631115373732e-4,1.565,0,1.788,Significantly positive
Athens,68,0.01886840262275928,233184,233164,1.3097221409947082e-4,1.565,0,1.788,Significantly positive
Athens,69,0.01891883529548264,233678,232642,6.519955012702916e-5,1.565,0,1.788,Significantly positive
Athens,7,0.01887330464927567,233437,232816,1.7047837271925645e-4,1.565,0,1.788,Significantly positive
Athens,70,0.018986262081384958,233478,232922,-8.947678638527787e-5,1.565,0,1.788,Significantly positive
Athens,71,0.018896085371820567,233323,232937,8.73412320014956e-5,1.565,0,1.788,Significantly positive
Athens,72,0.018835620905115296,233138,233132,2.570204009293038e-4,1.565,0,1.788,Significantly positive
Athens,73,0.0189847418030446,233449,232898,-6.475930274967012e-5,1.565,0,1.788,Significantly positive
Athens,74,0.018845283378959313,233361,233042,2.331500063474136e-4,1.565,0,1.788,Significantly positive
Athens,75,0.01896181636494091,233303,233085,-3.6746833055326805e-5,1.565,0,1.788,Significantly positive
Athens,76,0.019062653532093618,232869,233462,-2.199272927510959e-4,1.565,0,1.788,Significantly positive
Athens,77,0.018842624834597706,233524,232705,2.3693888663038273e-4,1.565,0,1.788,Significantly positive
Athens,78,0.01888417990862374,233252,233051,1.2031776922332912e-4,1.565,0,1.788,Significantly positive
Athens,79,0.01901296823011123,232903,233444,-1.304326814112501e-4,1.565,0,1.788,Significantly positive
Athens,8,0.019053724440438367,232680,233600,-1.7965954254547944e-4,1.565,0,1.788,Significantly positive
Athens,80,0.019026035164416723,232706,233542,-1.413992959586087e-4,1.565,0,1.788,Significantly positive
Athens,81,0.01902813857550114,232922,233405,-1.7030860566310396e-4,1.565,0,1.788,Significantly positive
Athens,82,0.018820611883214232,233577,232751,2.4158238617351738e-4,1.565,0,1.788,Significantly positive
Athens,83,0.018876890015141784,233311,233044,1.569206307941752e-4,1.565,0,1.788,Significantly positive
Athens,84,0.018969167356477457,233466,232851,-8.122278220155585e-5,1.565,0,1.788,Significantly positive
Athens,85,0.018835790498963705,233527,232769,2.3994222054657746e-4,1.565,0,1.788,Significantly positive
Athens,86,0.018915985045826148,233217,233083,5.1862763722699406e-5,1.565,0,1.788,Significantly positive
Athens,87,0.018823807018438672,233280,233115,2.5238445874444654e-4,1.565,0,1.788,Significantly positive
Athens,88,0.01890250155904393,233682,232482,9.609281415172422e-5,1.565,0,1.788,Significantly positive
Athens,89,0.018977032141958408,233269,233093,-8.817102643465108e-5,1.565,0,1.788,Significantly positive
Athens,9,0.019074783064454832,232896,233459,-2.3717657119386865e-4,1.565,0,1.788,Significantly positive
Athens,90,0.019001751781531896,233095,233258,-1.1013840622768958e-4,1.565,0,1.788,Significantly positive
Athens,91,0.018944358574622077,232536,233662,1.7490217194458813e-5,1.565,0,1.788,Significantly positive
Athens,92,0.01897659118481963,233350,233000,-5.3676782997579e-5,1.565,0,1.788,Significantly positive
Athens,93,0.01892383113297518,232993,233351,4.119183026026277e-5,1.565,0,1.788,Significantly positive
Athens,94,0.01901185260570788,232900,233429,-1.4882835509020045e-4,1.565,0,1.788,Significantly positive
Athens,95,0.01890909763395791,233147,233211,6.196919686714958e-5,1.565,0,1.788,Significantly positive
Athens,96,0.018890065320795117,233355,232960,1.0406402113822058e-4,1.565,0,1.788,Significantly positive
Athens,97,0.01899848632340142,232917,233410,-1.379657898663636e-4,1.565,0,1.788,Significantly positive
Athens,98,0.018956194821181077,233020,233320,1.2360718120510428e-5,1.565,0,1.788,Significantly positive
Athens,99,0.018939657889586774,232705,233558,2.6769216402017237e-5,1.565,0,1.788,Significantly positive
Bogota,1,0.018917432108866688,228082,230450,6.430559056927465e-6,0.839,0.014,1.325,Significantly positive
Bogota,10,0.01880896724766213,227582,230802,2.2440229763099478e-4,0.839,0.014,1.325,Significantly positive
Bogota,100,0.0189017616824232,230906,227274,1.1478940988655581e-4,0.839,0.014,1.325,Significantly positive
Bogota,11,0.018995753681910796,224899,231754,-9.901653863900878e-5,0.839,0.014,1.325,Significantly positive
Bogota,12,0.018921932041163995,229289,229704,-1.2560925339834272e-5,0.839,0.014,1.325,Significantly positive
Bogota,13,0.018875864185750605,229322,229643,9.482380421386993e-5,0.839,0.014,1.325,Significantly positive
Bogota,14,0.019001864298582513,228439,230397,-1.0832859171368281e-4,0.839,0.014,1.325,Significantly positive
Bogota,15,0.018974779447511005,228966,229998,-1.0718052150439014e-4,0.839,0.014,1.325,Significantly positive
Bogota,16,0.019014068569445354,230447,227780,-1.5338495938363797e-4,0.839,0.014,1.325,Significantly positive
Bogota,17,0.019094409430903025,230008,228825,-2.929764737311831e-4,0.839,0.014,1.325,Significantly positive
Bogota,18,0.018971609277566238,231039,227062,-9.700403065687063e-5,0.839,0.014,1.325,Significantly positive
Bogota,19,0.018903569818996588,228188,230498,3.122372722894756e-5,0.839,0.014,1.325,Significantly positive
Bogota,2,0.018925611952994886,229670,229358,3.943034723705163e-5,0.839,0.014,1.325,Significantly positive
Bogota,20,0.018961776365045396,227995,230516,-4.058183672652968e-5,0.839,0.014,1.325,Significantly positive
Bogota,21,0.018869682554738667,226995,231041,1.5735761282473573e-4,0.839,0.014,1.325,Significantly positive
Bogota,22,0.01894099953447041,229983,228929,-3.60053417249491e-5,0.839,0.014,1.325,Significantly positive
Bogota,23,0.019020837967946874,230030,228819,-1.6930621970089738e-4,0.839,0.014,1.325,Significantly positive
Bogota,24,0.019133825262729495,229331,229614,-3.071928411942926e-4,0.839,0.014,1.325,Significantly positive
Bogota,25,0.018958392387661963,229110,229849,1.5363301573260296e-5,0.839,0.014,1.325,Significantly positive
Bogota,26,0.019008702152597087,229700,229221,-1.2058243647260908e-4,0.839,0.014,1.325,Significantly positive
Bogota,27,0.018861896467171072,228858,230103,1.6258723654691623e-4,0.839,0.014,1.325,Significantly positive
Bogota,28,0.019048350274081836,229814,228942,-2.1654749469784268e-4,0.839,0.014,1.325,Significantly positive
