continent,name,city,row,column,pop,individual,site,new comments,Tissue weight,original extraction comment,Qubit_ng.ul,Nanodrop ng/ul,
ASI,Beijing,BEI,e,7,12,9,r,no tissue,,,7.5,,
ASI,Beijing,BEI,f,7,12,18,r,,,,2.88,,
ASI,Beijing,BEI,g,7,12,8,r,,,,5.06,,
ASI,Beijing,BEI,h,7,12,4,r,no tissue,,,7.2,,
ASI,Beijing,BEI,a,8,12,15,r,,,,2.18,,
ASI,Beijing,BEI,b,8,12,2,r,no tissue,,,9.62,,
ASI,Beijing,BEI,c,8,17,5,r,,,,0,,
ASI,Beijing,BEI,d,8,17,2,r,,,,0,,
ASI,Beijing,BEI,e,8,17,12,r,,,,2.52,,
ASI,Beijing,BEI,f,8,17,3,r,,,,3.38,,
ASI,Beijing,BEI,g,8,17,17,r,moldy tissue not used,,,6.78,,
ASI,Beijing,BEI,h,8,17,21,r,,,,4.04,,
ASI,Beijing,BEI,a,9,17,24,r,,,,12.3,,
ASI,Beijing,BEI,b,9,17,7,r,,,,4.96,,
ASI,Beijing,BEI,c,9,17,9,r,left off 17-14,,,3.58,,
ASI,Beijing,BEI,d,9,18,14,r,no tissue,,,7.36,,
ASI,Beijing,BEI,e,9,18,8,r,,,,0,,
ASI,Beijing,BEI,f,9,18,10,r,,,,0,,
ASI,Beijing,BEI,g,9,18,5,r,,,,3.08,,
ASI,Beijing,BEI,h,9,18,15,r,no tissue,,,7.9,,
ASI,Beijing,BEI,a,10,18,12,r,,,,0,,
ASI,Beijing,BEI,b,10,18,3,r,,,,0,,
ASI,Beijing,BEI,c,10,18,22,r,,,,3.14,,
ASI,Beijing,BEI,d,10,18,1,r,,,,3.6,,
ASI,Beijing,BEI,e,10,18,7,r,,,,0,,
ASI,Beijing,BEI,f,10,19,11,r,,,,3.06,,
ASI,Beijing,BEI,g,10,19,19,r,no tissue,,,0,,
ASI,Beijing,BEI,h,10,19,15,r,no tissue,,,3.02,,
ASI,Beijing,BEI,a,11,19,3,r,no tissue,,,3.8,,
ASI,Beijing,BEI,b,11,19,5,r,no tissue,,,0,,
ASI,Beijing,BEI,c,11,19,17,r,,,,0,,
ASI,Beijing,BEI,d,11,19,13,r,no tissue,,,8.74,,
ASI,Beijing,BEI,e,11,19,9,r,no tissue,,,5.44,,
ASI,Beijing,BEI,f,11,19,1,r,left off 19-7; no tissue,,,2.9,,
ASI,Beijing,BEI,g,11,20,16,r,no tissue,,,4.38,,
ASI,Beijing,BEI,h,11,20,10,r,no tissue,,,2.58,,
ASI,Beijing,BEI,a,12,20,14,r,,,,4.44,,
ASI,Beijing,BEI,b,12,20,6,r,no tissue,,,43.6,,
ASI,Beijing,BEI,c,12,20,4,r,no tissue,,,3.9,,
ASI,Beijing,BEI,d,12,20,7,r,,,,4.6,,
ASI,Beijing,BEI,e,12,20,12,r,no tissue,,,0,,
ASI,Beijing,BEI,f,12,20,19,r,,,,6.12,,
ASI,Beijing,BEI,g,12,20,23,r,no tissue,,,4.06,,
ASI,Beijing,BEI,h,12,20,2,r,,,,7.86,,
ASI,Tokyo,,a,1,21,6,u,,,,3.62,,
ASI,Tokyo,,b,1,21,4,u,,,,2.78,,
ASI,Tokyo,,c,1,21,13,u,,,,16.7,,
ASI,Tokyo,,d,1,21,15,u,,,,16.5,,
ASI,Tokyo,,e,1,21,12,u,,,,0,,
ASI,Tokyo,,f,1,25,5,u,,,,0,,
ASI,Tokyo,,g,1,25,1,u,,,,8.92,,
ASI,Tokyo,,h,1,25,15,u,,,,0,,
ASI,Tokyo,,a,2,25,16,u,,,,0,,
ASI,Tokyo,,b,2,25,7,u,,,,0,,
ASI,Tokyo,,c,2,39,4,u,,,,14,,
ASI,Tokyo,,d,2,39,1,u,,,,6.04,,
ASI,Tokyo,,e,2,39,5,u,,,,0,,
ASI,Tokyo,,f,2,39,9,u,,,,0,,
ASI,Tokyo,,g,2,39,11,u,,,,31.8,,
ASI,Tokyo,,h,2,48,1,u,,,,13.3,,
ASI,Tokyo,,a,3,48,2,u,,,,9.1,,
ASI,Tokyo,,b,3,48,4,u,,,,0,,
ASI,Tokyo,,c,3,48,3,u,,,,2,,
ASI,Tokyo,,d,3,48,5,u,,,,35.2,,
ASI,Tokyo,,e,3,15,4,u,,,,12,,
ASI,Tokyo,,f,3,15,1,u,,,,0,,
ASI,Tokyo,,g,3,15,5,u,,,,8.4,,
ASI,Tokyo,,h,3,15,6,u,,,,0,,
ASI,Tokyo,,a,4,8,1,r,,,,4.64,,
ASI,Tokyo,,b,4,8,6,r,,,,0,,
ASI,Tokyo,,c,4,8,7,r,,,,9,,
ASI,Tokyo,,d,4,8,10,r,,,,0,,
ASI,Tokyo,,e,4,8,11,r,,,,0,,
ASI,Tokyo,,f,4,10,1,r,,,,0,,
ASI,Tokyo,,g,4,10,2,r,,,,0,,
ASI,Tokyo,,h,4,10,3,r,,,,0,,
ASI,Tokyo,,a,5,10,4,r,,,,0,,
ASI,Tokyo,,b,5,10,6,r,,,,8.32,,
ASI,Tokyo,,c,5,13,1,r,,,,4.56,,
ASI,Tokyo,,d,5,13,2,r,,,,0,,
ASI,Tokyo,,e,5,13,3,r,,,,4,,
ASI,Tokyo,,f,5,13,4,r,,,,0,,
ASI,Tokyo,,g,5,13,6,r,,,,0,,
ASI,Tokyo,,h,5,18,1,r,,,,0,,
ASI,Tokyo,,a,6,18,2,r,,,,38.2,,
ASI,Tokyo,,b,6,18,3,r,,,,9.14,,
ASI,Tokyo,,c,6,18,5,r,,,,0,,
ASI,Tokyo,,d,6,18,9,r,,,,0,,
ASI,Tokyo,,e,6,35,2,r,,,,2,,
ASI,Tokyo,,f,6,35,7,r,,,,0,,
ASI,Tokyo,,g,6,35,8,r,,,,0,,
ASI,Tokyo,,h,6,35,9,r,,,,0,,
ASI,Kyoto,,a,7,1,7,u,,,,4.44,,
ASI,Kyoto,,b,7,1,3,u,,,,14,,
ASI,Kyoto,,c,7,1,13,u,,,,0,,
ASI,Kyoto,,d,7,1,16,u,,,,0,,
ASI,Kyoto,,e,7,1,14,u,,,,3.82,,
ASI,Kyoto,,f,7,2,15,u,,,,8.16,,
ASI,Kyoto,,g,7,2,17,u,,,,0,,
ASI,Kyoto,,h,7,2,8,u,,,,0,,
ASI,Kyoto,,a,8,2,5,u,,,,0,,
ASI,Kyoto,,b,8,2,4,u,,,,0,,
ASI,Kyoto,,c,8,3,15,u,,,,0,,
ASI,Kyoto,,d,8,3,12,u,,,,0,,
ASI,Kyoto,,e,8,3,14,u,,,,0,,
ASI,Kyoto,,f,8,3,20,u,,,,0,,
ASI,Kyoto,,g,8,3,8,u,,,,3.7,,
ASI,Kyoto,,h,8,4,2,u,,,,16,,
ASI,Kyoto,,a,9,4,3,u,,,,0,,
ASI,Kyoto,,b,9,4,6,u,,,,14.2,,
ASI,Kyoto,,c,9,4,8,u,,,,27.6,,
ASI,Kyoto,,d,9,4,17,u,,,,0,,
ASI,Kyoto,,e,9,5,8,u,,,,22.6,,
ASI,Kyoto,,f,9,5,20,u,,,,14.3,,
ASI,Kyoto,,g,9,5,9,u,,,,21,,
ASI,Kyoto,,h,9,5,14,u,,,,0,,
ASI,Kyoto,,a,10,21,5,r,,,,2.5,,
ASI,Kyoto,,b,10,21,6,r,,,,0,,
ASI,Kyoto,,c,10,21,12,r,,,,2.7,,
ASI,Kyoto,,d,10,21,16,r,,,,0,,
ASI,Kyoto,,e,10,21,1,r,,,,8.56,,
ASI,Kyoto,,f,10,22,10,r,,,,0,,
ASI,Kyoto,,g,10,22,6,r,,,,0,,
ASI,Kyoto,,h,10,22,1,r,,,,0,,
ASI,Kyoto,,a,11,22,4,r,,,,3.4,,
ASI,Kyoto,,b,11,22,3,r,,,,19,,
ASI,Kyoto,,c,11,23,11,r,,,,3.66,,
ASI,Kyoto,,d,11,23,15,r,,,,62.8,,
ASI,Kyoto,,e,11,23,13,r,,,,4.3,,
ASI,Kyoto,,f,11,23,19,r,,,,20.2,,
ASI,Kyoto,,g,11,23,18,r,,,,0,,
ASI,Kyoto,,h,11,23,1,r,,,,2.7,,
ASI,Kyoto,,a,12,24,12,r,,,,0,,
ASI,Kyoto,,b,12,24,9,r,,,,5.78,,
ASI,Kyoto,,c,12,24,7,r,,,,32.4,,
ASI,Kyoto,,d,12,24,6,r,,,,37.8,,
ASI,Kyoto,,e,12,24,5,r,,,,25.8,,
ASI,Kyoto,,f,12,25,11,r,,,,15.8,,
ASI,Kyoto,,g,12,25,20,r,,,,6.44,,
ASI,Kyoto,,h,12,25,8,r,,,,0,,
OCE,Canberra,,a,1,1,1,u,,,,35,,
OCE,Canberra,,b,1,1,2,u,,,,20.4,,
OCE,Canberra,,c,1,1,3,u,,,,51.8,,
OCE,Canberra,,d,1,1,6,u,,,,15.2,,
OCE,Canberra,,e,1,1,7,u,,,,26.4,,
OCE,Canberra,,f,1,1,9,u,,,,0,,
OCE,Canberra,,g,1,1,12,u,,,,141,,
OCE,Canberra,,h,1,1,14,u,,,,0,,
OCE,Canberra,,a,2,1,15,u,,,,11.7,,
OCE,Canberra,,b,2,1,17,u,,,,48.6,,
OCE,Canberra,,c,2,2,2,u,,,,4.46,,
OCE,Canberra,,d,2,2,4,u,,,,52,,
OCE,Canberra,,e,2,2,5,u,,,,30,,
OCE,Canberra,,f,2,2,9,u,,,,2.16,,
OCE,Canberra,,g,2,2,11,u,,,,31.8,,
OCE,Canberra,,h,2,2,12,u,,,,16.7,,
OCE,Canberra,,a,3,2,13,u,,,,14.1,,
OCE,Canberra,,b,3,2,19,u,,,,0,,
OCE,Canberra,,c,3,2,17,u,,,,15.7,,
OCE,Canberra,,d,3,2,20,u,,,,41.6,,
OCE,Canberra,,e,3,3,3,u,,,,18,,
OCE,Canberra,,f,3,3,4,u,,,,22.2,,
OCE,Canberra,,g,3,3,5,u,,,,8.32,,
OCE,Canberra,,h,3,3,6,u,,,,0,,
OCE,Canberra,,a,4,3,7,u,,,,0,,
OCE,Canberra,,b,4,3,9,u,,,,24.4,,
OCE,Canberra,,c,4,3,10,u,,,,7.4,,
OCE,Canberra,,d,4,3,11,u,,,,5.64,,
OCE,Canberra,,e,4,3,12,u,,,,0,,
OCE,Canberra,,f,4,3,14,u,,,,0,,
OCE,Canberra,,g,4,4,1,u,,,,0,,
OCE,Canberra,,h,4,4,2,u,,,,0,,
OCE,Canberra,,a,5,4,3,u,,,,9.14,,
OCE,Canberra,,b,5,4,7,u,,,,47.2,,
OCE,Canberra,,c,5,4,8,u,,,,57.8,,
OCE,Canberra,,d,5,4,13,u,,,,18.1,,
OCE,Canberra,,e,5,4,14,u,,,,0,,
OCE,Canberra,,f,5,4,15,u,,,,13.4,,
OCE,Canberra,,g,5,4,16,u,,,,7.32,,
OCE,Canberra,,h,5,5,3,u,,,,0,,
OCE,Canberra,,a,6,5,4,u,,,,6.24,,
OCE,Canberra,,b,6,5,10,u,,,,15.4,,
OCE,Canberra,,c,6,5,11,u,,,,19.7,,
OCE,Canberra,,d,6,5,12,u,,,,8.1,,
OCE,Canberra,,e,6,5,13,u,,,,6.18,,
OCE,Canberra,,f,6,5,14,u,,,,4.78,,
OCE,Canberra,,g,6,5,17,u,,,,0,,
OCE,Canberra,,h,6,5,18,u,,,,0,,
OCE,Canberra,,a,7,30,2,r,rural pops had same numbering so renumbered to 30-34,,,0,,
OCE,Canberra,,b,7,30,3,r,,,,21.6,,
OCE,Canberra,,c,7,30,4,r,,,,16.7,,
OCE,Canberra,,d,7,30,6,r,,,,9.36,,
OCE,Canberra,,e,7,30,7,r,,,,22,,
OCE,Canberra,,f,7,30,8,r,,,,4.38,,
OCE,Canberra,,g,7,30,9,r,,,,10.1,,
OCE,Canberra,,h,7,30,10,r,,,,12.2,,
OCE,Canberra,,a,8,30,13,r,,,,10.3,,
OCE,Canberra,,b,8,30,14,r,,,,7.86,,
OCE,Canberra,,c,8,31,1,r,,,,16.7,,
OCE,Canberra,,d,8,31,2,r,,,,15.2,,
OCE,Canberra,,e,8,31,6,r,,,,9.12,,
OCE,Canberra,,f,8,31,9,r,,,,3.96,,
OCE,Canberra,,g,8,31,10,r,,,,0,,
OCE,Canberra,,h,8,31,15,r,,,,3.38,,
OCE,Canberra,,a,9,31,16,r,,,,0,,
OCE,Canberra,,b,9,31,17,r,,,,2.1,,
OCE,Canberra,,c,9,31,18,r,,,,0,,
OCE,Canberra,,d,9,31,19,r,,,,8.2,,
OCE,Canberra,,e,9,32,6,r,,,,0,,
OCE,Canberra,,f,9,32,7,r,,,,0,,
OCE,Canberra,,g,9,32,8,r,,,,0,,
OCE,Canberra,,h,9,32,9,r,,,,0,,
OCE,Canberra,,a,10,32,10,r,,,,0,,
OCE,Canberra,,b,10,32,11,r,,,,5.26,,
OCE,Canberra,,c,10,32,2,r,,,,0,,
OCE,Canberra,,d,10,32,13,r,,,,6.8,,
OCE,Canberra,,e,10,32,15,r,,,,9.92,,
OCE,Canberra,,f,10,32,17,r,,,,2.76,,
OCE,Canberra,,g,10,33,1,r,,,,0,,
OCE,Canberra,,h,10,33,2,r,,,,0,,
OCE,Canberra,,a,11,33,3,r,,,,0,,
OCE,Canberra,,b,11,33,6,r,,,,0,,
OCE,Canberra,,c,11,33,8,r,,,,3.34,,
OCE,Canberra,,d,11,33,9,r,,,,10.2,,
OCE,Canberra,,e,11,33,10,r,,,,0,,
OCE,Canberra,,f,11,33,11,r,,,,0,,
OCE,Canberra,,g,11,33,12,r,,,,0,,
OCE,Canberra,,h,11,34,2,r,,,,0,,
OCE,Canberra,,a,12,34,4,r,,,,0,,
OCE,Canberra,,b,12,34,7,r,,,,5.7,,
OCE,Canberra,,c,12,34,10,r,,,,0,,
OCE,Canberra,,d,12,34,11,r,,,,0,,
OCE,Canberra,,e,12,34,12,r,,,,0,,
OCE,Canberra,,f,12,34,14,r,,,,24.4,,
OCE,Canberra,,g,12,34,16,r,,,,0,,
SAM,Bogota,,a,1,1,1,u,,,,0,,
SAM,Bogota,,b,1,1,2,u,,,,6.92,,
SAM,Bogota,,c,1,1,3,u,,,,61.2,,
SAM,Bogota,,d,1,1,4,u,,,,59.2,,
SAM,Bogota,,e,1,1,5,u,,,,0,,
SAM,Bogota,,f,1,1,6,u,,,,19.5,,
SAM,Bogota,,g,1,1,7,u,,,,0,,
SAM,Bogota,,h,1,1,8,u,,,,11.4,,
SAM,Bogota,,a,2,1,10,u,,,,0,,
SAM,Bogota,,b,2,2,1,u,,,,3.24,,
SAM,Bogota,,c,2,2,2,u,,,,0,,
SAM,Bogota,,d,2,2,3,u,,,,0,,
SAM,Bogota,,e,2,2,4,u,,,,0,,
SAM,Bogota,,f,2,2,5,u,,,,0,,
SAM,Bogota,,g,2,2,6,u,,,,0,,
SAM,Bogota,,h,2,2,7,u,,,,0,,
SAM,Bogota,,a,3,2,8,u,,,,0,,
SAM,Bogota,,b,3,2,9,u,,,,42.8,,
SAM,Bogota,,c,3,2,10,u,,,,0,,
SAM,Bogota,,d,3,3,1,u,,,,33.8,,
SAM,Bogota,,e,3,3,2,u,,,,0,,
SAM,Bogota,,f,3,3,3,u,,,,5.66,,
SAM,Bogota,,g,3,3,4,u,,,,4.72,,
SAM,Bogota,,h,3,3,5,u,,,,0,,
SAM,Bogota,,a,4,3,6,u,,,,11.3,,
SAM,Bogota,,b,4,3,7,u,,,,13.9,,
SAM,Bogota,,c,4,3,8,u,,,,10.4,,
SAM,Bogota,,d,4,3,9,u,,,,0,,
SAM,Bogota,,e,4,3,10,u,,,,10.1,,
SAM,Bogota,,f,4,4,1,u,,,,3.66,,
SAM,Bogota,,g,4,4,2,u,,,,5.26,,
SAM,Bogota,,h,4,4,3,u,,,,6.02,,
SAM,Bogota,,a,5,4,4,u,,,,12,,
SAM,Bogota,,b,5,4,5,u,,,,4.34,,
SAM,Bogota,,c,5,4,6,u,,,,4.86,,
SAM,Bogota,,d,5,4,7,u,,,,19.6,,
SAM,Bogota,,e,5,4,8,u,,,,5.42,,
SAM,Bogota,,f,5,4,9,u,,,,64,,
SAM,Bogota,,g,5,4,10,u,,,,22.4,,
SAM,Bogota,,h,5,5,1,u,,,,14.9,,
SAM,Bogota,,a,6,5,2,u,,,,11.2,,
SAM,Bogota,,b,6,5,3,u,,,,14.7,,
SAM,Bogota,,c,6,5,4,u,,,,43.6,,
SAM,Bogota,,d,6,5,5,u,,,,4.38,,
SAM,Bogota,,e,6,5,6,u,,,,3.18,,
SAM,Bogota,,f,6,5,7,u,,,,23.6,,
SAM,Bogota,,g,6,5,8,u,,,,22.2,,
SAM,Bogota,,h,6,5,9,u,,,,11.8,,
SAM,Bogota,,a,7,36,1,r,,,,24.4,,
SAM,Bogota,,b,7,36,2,r,,,,47.4,,
SAM,Bogota,,c,7,36,3,r,,,,4.62,,
SAM,Bogota,,d,7,36,4,r,,,,16.7,,
SAM,Bogota,,e,7,36,5,r,,,,11.2,,
SAM,Bogota,,f,7,36,6,r,,,,0,,
SAM,Bogota,,g,7,36,7,r,,,,5.18,,
SAM,Bogota,,h,7,36,8,r,,,,28.2,,
SAM,Bogota,,a,8,36,9,r,,,,0,,
SAM,Bogota,,b,8,36,10,r,,,,0,,
SAM,Bogota,,c,8,37,1,r,,,,12.7,,
SAM,Bogota,,d,8,37,2,r,,,,0,,
SAM,Bogota,,e,8,37,3,r,,,,0,,
SAM,Bogota,,f,8,37,4,r,,,,0,,
SAM,Bogota,,g,8,37,5,r,,,,0,,
SAM,Bogota,,h,8,37,6,r,,,,0,,
SAM,Bogota,,a,9,37,7,r,,,,0,,
SAM,Bogota,,b,9,37,8,r,,,,0,,
SAM,Bogota,,c,9,37,9,r,,,,0,,
SAM,Bogota,,d,9,37,10,r,,,,4.3,,
SAM,Bogota,,e,9,38,1,r,,,,46.2,,
SAM,Bogota,,f,9,38,2,r,,,,3.08,,
SAM,Bogota,,g,9,38,3,r,,,,9.94,,
SAM,Bogota,,h,9,38,4,r,,,,35.2,,
SAM,Bogota,,a,10,38,6,r,,,,0,,
SAM,Bogota,,b,10,38,7,r,,,,2.72,,
SAM,Bogota,,c,10,38,8,r,,,,0,,
SAM,Bogota,,d,10,38,9,r,,,,0,,
SAM,Bogota,,e,10,38,10,r,,,,2.84,,
SAM,Bogota,,f,10,39,1,r,,,,8.88,,
SAM,Bogota,,g,10,39,2,r,,,,10.2,,
SAM,Bogota,,h,10,39,3,r,,,,2.84,,
SAM,Bogota,,a,11,39,4,r,,,,8.72,,
SAM,Bogota,,b,11,39,5,r,,,,21.6,,
SAM,Bogota,,c,11,39,6,r,,,,15.1,,
SAM,Bogota,,d,11,39,7,r,,,,7.46,,
SAM,Bogota,,e,11,39,8,r,,,,0,,
SAM,Bogota,,f,11,39,9,r,,,,63.6,,
SAM,Bogota,,g,11,39,10,r,,,,0,,
SAM,Bogota,,h,11,40,1,r,,,,18.3,,
SAM,Bogota,,a,12,40,2,r,,,,2.94,,
SAM,Bogota,,b,12,40,4,r,,,,8.4,,
SAM,Bogota,,c,12,40,5,r,,,,3.02,,
SAM,Bogota,,d,12,40,6,r,,,,6.36,,
SAM,Bogota,,e,12,40,7,r,,,,0,,
SAM,Bogota,,f,12,40,8,r,,,,0,,
SAM,Bogota,,g,12,40,9,r,,,,2.2,,
SAM,Bogota,,h,12,40,10,r,,,,0,,
SAM,Temuco,,a,1,1,2,u,,,,15.3,,
SAM,Temuco,,b,1,1,3,u,,,,33.8,,
SAM,Temuco,,c,1,1,5,u,,,,10.8,,
SAM,Temuco,,d,1,1,8,u,,,,10.3,,
SAM,Temuco,,e,1,1,10,u,,,,27.2,,
SAM,Temuco,,f,1,1,13,u,,,,4.62,,
SAM,Temuco,,g,1,1,14,u,,,,0,,
SAM,Temuco,,h,1,1,15,u,,,,2.22,,
SAM,Temuco,,a,2,1,17,u,,,,0,,
SAM,Temuco,,b,2,1,18,u,,,,5.3,,
SAM,Temuco,,c,2,2,1,u,,,,3.04,,
SAM,Temuco,,d,2,2,7,u,,,,4.68,,
SAM,Temuco,,e,2,2,8,u,,,,5.26,,
SAM,Temuco,,f,2,2,9,u,,,,7.08,,
SAM,Temuco,,g,2,2,13,u,,,,0,,
SAM,Temuco,,h,2,2,14,u,,,,3.64,,
SAM,Temuco,,a,3,2,15,u,,,,18.6,,
SAM,Temuco,,b,3,2,16,u,,,,39,,
SAM,Temuco,,c,3,2,18,u,,,,23,,
SAM,Temuco,,d,3,2,19,u,,,,19.6,,
SAM,Temuco,,e,3,3,2,u,,,,5.68,,
SAM,Temuco,,f,3,3,5,u,,,,4.84,,
SAM,Temuco,,g,3,3,10,u,,,,17.9,,
SAM,Temuco,,h,3,3,9,u,,,,0,,
SAM,Temuco,,a,4,3,11,u,,,,13.7,,
SAM,Temuco,,b,4,3,12,u,,,,83,,
SAM,Temuco,,c,4,3,13,u,,,,6.84,,
SAM,Temuco,,d,4,3,14,u,,,,3.3,,
SAM,Temuco,,e,4,3,16,u,,,,10.2,,
SAM,Temuco,,f,4,3,18,u,,,,5.34,,
SAM,Temuco,,g,4,4,2,u,,,,14.8,,
SAM,Temuco,,h,4,4,3,u,,,,34.6,,
SAM,Temuco,,a,5,4,5,u,,,,15.3,,
SAM,Temuco,,b,5,4,6,u,,,,7.48,,
SAM,Temuco,,c,5,4,7,u,,,,13.5,,
SAM,Temuco,,d,5,4,9,u,,,,11.3,,
SAM,Temuco,,e,5,4,10,u,,,,0,,
SAM,Temuco,,f,5,4,11,u,,,,15.9,,
SAM,Temuco,,g,5,4,14,u,,,,10.9,,
SAM,Temuco,,h,5,5,1,u,,,,2.6,,
SAM,Temuco,,a,6,5,2,u,,,,4.84,,
SAM,Temuco,,b,6,5,7,u,,,,14,,
SAM,Temuco,,c,6,5,8,u,,,,30.4,,
SAM,Temuco,,d,6,5,9,u,,,,34.2,,
SAM,Temuco,,e,6,5,10,u,,,,7.08,,
SAM,Temuco,,f,6,5,11,u,,,,13.7,,
SAM,Temuco,,g,6,5,12,u,,,,6.36,,
SAM,Temuco,,h,6,5,14,u,,,,7.22,,
SAM,Temuco,,a,7,41,2,r,,,,7.66,,
SAM,Temuco,,b,7,41,3,r,,,,40.2,,
SAM,Temuco,,c,7,41,4,r,,,,0,,
SAM,Temuco,,d,7,41,5,r,,,,17.5,,
SAM,Temuco,,e,7,41,6,r,,,,2.26,,
SAM,Temuco,,f,7,41,18,r,,,,4.32,,
SAM,Temuco,,g,7,41,19,r,,,,13.8,,
SAM,Temuco,,h,7,41,20,r,,,,6.78,,
SAM,Temuco,,a,8,41,1,r,,,,5.3,,
SAM,Temuco,,b,8,41,16,r,,,,21.4,,
SAM,Temuco,,c,8,43,3,r,,,,26.2,,
SAM,Temuco,,d,8,43,6,r,,,,18.3,,
SAM,Temuco,,e,8,43,7,r,,,,6.94,,
SAM,Temuco,,f,8,43,8,r,,,,4.32,,
SAM,Temuco,,g,8,43,9,r,,,,9.2,,
SAM,Temuco,,h,8,43,10,r,,,,15.1,,
SAM,Temuco,,a,9,43,15,r,,,,11.5,,
SAM,Temuco,,b,9,43,16,r,,,,23,,
SAM,Temuco,,c,9,43,17,r,,,,11.7,,
SAM,Temuco,,d,9,43,18,r,,,,9.74,,
SAM,Temuco,,e,9,44,3,r,,,,10,,
SAM,Temuco,,f,9,44,5,r,,,,10,,
SAM,Temuco,,g,9,44,6,r,,,,0,,
SAM,Temuco,,h,9,44,7,r,,,,5.56,,
SAM,Temuco,,a,10,44,9,r,,,,0,,
SAM,Temuco,,b,10,44,10,r,,,,0,,
SAM,Temuco,,c,10,44,11,r,,,,0,,
SAM,Temuco,,d,10,44,16,r,,,,2.02,,
SAM,Temuco,,e,10,44,18,r,,,,0,,
SAM,Temuco,,f,10,44,20,r,,,,12.3,,
SAM,Temuco,,g,10,46,2,r,,,,2.92,,
SAM,Temuco,,h,10,46,3,r,,,,25.6,,
SAM,Temuco,,a,11,46,4,r,,,,2.56,,
SAM,Temuco,,b,11,46,6,r,,,,0,,
SAM,Temuco,,c,11,46,7,r,,,,6.08,,
SAM,Temuco,,d,11,46,8,r,,,,2.24,,
SAM,Temuco,,e,11,46,9,r,,,,0,,
SAM,Temuco,,f,11,46,13,r,,,,4.32,,
SAM,Temuco,,g,11,46,17,r,,,,0,,
SAM,Temuco,,h,11,47,1,r,,,,27.6,,
SAM,Temuco,,a,12,47,3,r,,,,0,,
SAM,Temuco,,b,12,47,4,r,,,,0,,
SAM,Temuco,,c,12,47,5,r,,,,2.9,,
SAM,Temuco,,d,12,47,6,r,,,,3.5,,
SAM,Temuco,,e,12,47,10,r,,,,9.18,,
SAM,Temuco,,f,12,47,11,r,,,,4.16,,
SAM,Temuco,,g,12,47,14,r,,,,4.24,,
SAM,Temuco,,h,12,47,18,r,,,,3.08,,
NAM,Albuquerque,,a,1,1,19,u,,,,6.5,,
NAM,Albuquerque,,b,1,1,10,u,,,,12.8,,
NAM,Albuquerque,,c,1,1,9,u,,,,23.4,,
NAM,Albuquerque,,d,1,1,8,u,,,,13.4,,
NAM,Albuquerque,,e,1,1,7,u,,,,20.8,,
NAM,Albuquerque,,f,1,1,4,u,,,,17.4,,
NAM,Albuquerque,,g,1,1,3,u,,,,33.6,,
NAM,Albuquerque,,h,1,2,14,u,,,,3.64,,
NAM,Albuquerque,,a,2,2,13,u,,,,0,,
NAM,Albuquerque,,b,2,2,12,u,,,,0,,
NAM,Albuquerque,,c,2,2,8,u,,,,17.7,,
NAM,Albuquerque,,d,2,2,7,u,,,,25.6,,
NAM,Albuquerque,,e,2,2,6,u,,,,63.4,,
NAM,Albuquerque,,f,2,2,3,u,,,,179,,
NAM,Albuquerque,,g,2,2,1,u,,,,26,,
NAM,Albuquerque,,h,2,2,15,u,,,,23,,
NAM,Albuquerque,,a,3,2,19,u,,,,32.8,,
NAM,Albuquerque,,b,3,3,1,u,,,,43.8,,
NAM,Albuquerque,,c,3,3,2,u,,,,0,,
NAM,Albuquerque,,d,3,3,7,u,,,,50.6,,
NAM,Albuquerque,,e,3,3,8,u,,,,21,,
NAM,Albuquerque,,f,3,3,9,u,,,,2.98,,
NAM,Albuquerque,,g,3,3,10,u,,,,0,,
NAM,Albuquerque,,h,3,3,11,u,,,,0,,
NAM,Albuquerque,,a,4,3,12,u,,,,8.6,,
NAM,Albuquerque,,b,4,3,14,u,,,,14.4,,
NAM,Albuquerque,,c,4,3,16,u,,,,28.8,,
NAM,Albuquerque,,d,4,14,1,u,,,,30.4,,
NAM,Albuquerque,,e,4,14,3,u,,,,22.2,,
NAM,Albuquerque,,f,4,14,4,u,,,,100,,
NAM,Albuquerque,,g,4,14,5,u,,,,23,,
NAM,Albuquerque,,h,4,14,7,u,,,,25.2,,
NAM,Albuquerque,,a,5,14,8,u,,,,19.4,,
NAM,Albuquerque,,b,5,14,10,u,,,,22.6,,
NAM,Albuquerque,,c,5,14,14,u,,,,91.2,,
NAM,Albuquerque,,d,5,14,17,u,,,,94.8,,
NAM,Albuquerque,,e,5,14,18,u,,,,53.4,,
NAM,Albuquerque,,f,5,15,1,u,,,,65.2,,
NAM,Albuquerque,,g,5,15,2,u,,,,3.24,,
NAM,Albuquerque,,h,5,15,4,u,,,,0,,
NAM,Albuquerque,,a,6,15,5,u,,,,11.1,,
NAM,Albuquerque,,b,6,15,8,u,,,,26.8,,
NAM,Albuquerque,,c,6,15,9,u,,,,32.4,,
NAM,Albuquerque,,d,6,15,10,u,,,,15.7,,
NAM,Albuquerque,,e,6,15,11,u,,,,19,,
NAM,Albuquerque,,f,6,15,7,u,,,,18.4,,
NAM,Albuquerque,,g,6,29,1,r,,,,0,,
NAM,Albuquerque,,h,6,29,5,r,,,,29.2,,
NAM,Albuquerque,,a,7,29,6,r,,,,13.7,,
NAM,Albuquerque,,b,7,29,7,r,,,,17.2,,
NAM,Albuquerque,,c,7,29,8,r,,,,0,,
