continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating,max_qubit,initial_vol,TE_vol,leftover,Bioruptor_label,Batch/lane,i5,i7,Date prepped,Library success,Notes,Re-PCRed,Pooled,Qubit1_ng/ul (BR),Qubit1_ng/ul (HS),Qubit2_ng/ul(HS),Qubit3_ng/ul(HS),Reprepped,Qubit4_ng/ul(HS)
ASI,Tehran,38,10,u,Tehran_38_10,10.2,NA,NA,a,4,NA,NA,10.2,24.51,0.49,No,TEH-16,1,iTru5_02_D,iTru7_102_12,10-Dec-2020,,,16-Dec-2020,Yes - elute in 5ul,,0.124,0.144,0.59,Yes,0.91
ASI,Tehran,39,6,u,Tehran_39_6,27.2,NA,NA,f,4,NA,NA,27.2,9.19,15.81,Yes,TEH-17,1,iTru5_02_E,iTru7_102_12,10-Dec-2020,,,,No,,1.54,,,,
ASI,Tehran,39,5,u,Tehran_39_5,47.1,NA,NA,h,4,NA,NA,47.1,5.31,19.69,Yes,TEH-18,1,iTru5_02_F,iTru7_102_12,10-Dec-2020,,,16-Dec-2020,Yes - elute in 10ul,,0.308,0.332,1.07,Yes,1.22
ASI,Tehran,40,2,u,Tehran_40_2,15.7,NA,NA,g,6,NA,NA,15.7,15.92,9.08,Yes,TEH-19,1,iTru5_02_G,iTru7_102_12,10-Dec-2020,,,,No,,2.62,,,,
ASI,Tehran,40,9,u,Tehran_40_9,11.6,NA,NA,a,6,NA,NA,11.6,21.55,3.45,No,TEH-20,1,iTru5_02_H,iTru7_102_12,10-Dec-2020,,,,No,,3.14,,,,
EU,Thessaloniki,42,4,r,Thessaloniki_42_4,1.32,NA,31,b,7,D,9,31,8.06,16.94,Yes,THE-1,1,iTru5_02_A,iTru7_103_01,10-Dec-2020,,,,No,,4.8,,,,
EU,Thessaloniki,42,19,r,Thessaloniki_42_19,10.6,NA,NA,a,8,NA,NA,10.6,23.58,1.42,No,THE-2,1,iTru5_02_B,iTru7_103_01,10-Dec-2020,,,,No,,3.98,,,,
EU,Thessaloniki,43,10,r,Thessaloniki_43_10,22.5,NA,NA,h,8,NA,NA,22.5,11.11,13.89,Yes,THE-3,1,iTru5_02_C,iTru7_103_01,10-Dec-2020,,,16-Dec-2020,Yes - elute in 10ul,,0.55,0.108,1.08,,
EU,Thessaloniki,43,5,r,Thessaloniki_43_5,1.25,NA,116,e,8,E,10,116,2.16,22.84,Yes,THE-4,1,iTru5_02_D,iTru7_103_01,10-Dec-2020,,,,No,,3.64,,,,
EU,Thessaloniki,44,7,r,Thessaloniki_44_7,16.3,NA,NA,g,9,NA,NA,16.3,15.34,9.66,Yes,THE-5,1,iTru5_02_E,iTru7_103_01,10-Dec-2020,,,,No,,1,,,,
EU,Thessaloniki,44,2,r,Thessaloniki_44_2,4.21,NA,418,e,9,C,11,418,0.6,24.4,Yes,THE-6,1,iTru5_02_F,iTru7_103_01,10-Dec-2020,,,,No,,4.7,,,,
EU,Thessaloniki,45,18,r,Thessaloniki_45_18,10.4,NA,NA,f,11,NA,NA,10.4,24.04,0.96,No,THE-7,1,iTru5_02_G,iTru7_103_01,10-Dec-2020,,,,No,,5.3,,,,
EU,Thessaloniki,45,5,r,Thessaloniki_45_5,39.7,NA,NA,h,10,NA,NA,39.7,6.3,18.7,Yes,THE-8,1,iTru5_02_H,iTru7_103_01,10-Dec-2020,,,,No,,5.3,,,,
EU,Thessaloniki,46,13,r,Thessaloniki_46_13,0,NA,10.1,d,12,F,12,10.1,24.75,0.25,No,THE-9,1,iTru5_02_A,iTru7_103_02,10-Dec-2020,,,,No,,5.96,,,,
EU,Thessaloniki,46,17,r,Thessaloniki_46_17,14.6,NA,NA,f,12,NA,NA,14.6,17.12,7.88,Yes,THE-10,1,iTru5_02_B,iTru7_103_02,10-Dec-2020,,,,No,,5.76,,,,
EU,Thessaloniki,1,11,u,Thessaloniki_1_11,8.67,NA,940,f,1,B,6,940,0.27,24.73,Yes,THE-11,1,iTru5_02_C,iTru7_103_02,10-Dec-2020,,,,No,,3.48,,,,
EU,Thessaloniki,1,1,u,Thessaloniki_1_1,13.2,NA,NA,a,1,NA,NA,13.2,18.94,6.06,Yes,THE-12,1,iTru5_02_D,iTru7_103_02,10-Dec-2020,,,,No,,5.88,,,,
EU,Thessaloniki,2,16,u,Thessaloniki_2_16,8.15,NA,14.4,b,3,G,6,14.4,17.36,7.64,Yes,THE-13,1,iTru5_02_E,iTru7_103_02,10-Dec-2020,,,,No,,2.82,,,,
EU,Thessaloniki,2,17,u,Thessaloniki_2_17,12.1,NA,NA,c,3,NA,NA,12.1,20.66,4.34,No,THE-14,1,iTru5_02_F,iTru7_103_02,10-Dec-2020,,,,No,,6.76,,,,
EU,Thessaloniki,3,18,u,Thessaloniki_3_18,29.1,NA,NA,d,4,NA,NA,29.1,8.59,16.41,Yes,THE-15,1,iTru5_02_G,iTru7_103_02,10-Dec-2020,,,,No,,3.68,,,,
EU,Thessaloniki,3,3,u,Thessaloniki_3_3,11.4,NA,NA,e,3,NA,NA,11.4,21.93,3.07,No,THE-16,1,iTru5_02_H,iTru7_103_02,10-Dec-2020,,,,No,,1.06,,,,
EU,Thessaloniki,4,9,u,Thessaloniki_4_9,10.5,NA,NA,a,5,NA,NA,10.5,23.81,1.19,No,THE-17,1,iTru5_02_A,iTru7_103_03,10-Dec-2020,,,,No,,9.26,,,,
EU,Thessaloniki,4,17,u,Thessaloniki_4_17,21.8,NA,NA,e,5,NA,NA,21.8,11.47,13.53,Yes,THE-18,1,iTru5_02_B,iTru7_103_03,10-Dec-2020,,,,No,,2.68,,,,
EU,Thessaloniki,5,2,u,Thessaloniki_5_2,12.4,NA,NA,h,5,NA,NA,12.4,20.16,4.84,No,THE-19,1,iTru5_02_C,iTru7_103_03,10-Dec-2020,,,,No,,3.9,,,,
EU,Thessaloniki,5,7,u,Thessaloniki_5_7,2.06,NA,29,c,6,G,8,29,8.62,16.38,Yes,THE-20,1,iTru5_02_D,iTru7_103_03,10-Dec-2020,,,,No,,3.64,,,,
ASI,Beijing,20,6,r,Beijing_20_6,NA,NA,43.6,NA,NA,b,12,43.6,5.73,19.27,Yes,BEI-1,2,iTru5_01_A,iTru7_101_01,,,,,,,,,,,
ASI,Beijing,17,24,r,Beijing_17_24,NA,NA,12.3,NA,NA,a,9,12.3,20.33,4.67,No,BEI-2,2,iTru5_01_B,iTru7_101_01,,,,,,,,,,,
ASI,Beijing,12,2,r,Beijing_12_2,NA,NA,9.62,NA,NA,b,8,9.62,25,0,No,BEI-3,2,iTru5_01_C,iTru7_101_01,,,,,,,,,,,
ASI,Beijing,19,13,r,Beijing_19_13,NA,NA,8.74,NA,NA,d,11,8.74,25,0,No,BEI-4,2,iTru5_01_D,iTru7_101_01,,,,,,,,,,,
ASI,Beijing,18,15,r,Beijing_18_15,NA,NA,7.9,NA,NA,h,9,7.9,25,0,No,BEI-5,2,iTru5_01_E,iTru7_101_01,,,,,,,,,,,
ASI,Beijing,20,2,r,Beijing_20_2,NA,NA,7.86,NA,NA,h,12,7.86,25,0,No,BEI-6,2,iTru5_01_F,iTru7_101_01,,,,,,,,,,,
ASI,Beijing,12,14,r,Beijing_12_14,NA,NA,7.66,NA,NA,c,7,7.66,25,0,No,BEI-7,2,iTru5_01_G,iTru7_101_01,,,,,,,,,,,
ASI,Beijing,12,9,r,Beijing_12_9,NA,NA,7.5,NA,NA,e,7,7.5,25,0,No,BEI-8,2,iTru5_01_H,iTru7_101_01,,,,,,,,,,,
ASI,Beijing,18,14,r,Beijing_18_14,NA,NA,7.36,NA,NA,d,9,7.36,25,0,No,BEI-9,2,iTru5_01_A,iTru7_101_02,,,,,,,,,,,
ASI,Beijing,12,4,r,Beijing_12_4,NA,NA,7.2,NA,NA,h,7,7.2,25,0,No,BEI-10,2,iTru5_01_B,iTru7_101_02,,,,,,,,,,,
ASI,Beijing,24,4,u,Beijing_24_4,NA,NA,23.8,NA,NA,g,5,23.8,10.5,14.5,Yes,BEI-11,2,iTru5_01_C,iTru7_101_02,,,,,,,,,,,
ASI,Beijing,10,5,u,Beijing_10_5,NA,NA,12.3,NA,NA,g,3,12.3,20.33,4.67,No,BEI-12,2,iTru5_01_D,iTru7_101_02,,,,,,,,,,,
ASI,Beijing,2,3,u,Beijing_2_3,NA,NA,8.6,NA,NA,g,2,8.6,25,0,No,BEI-13,2,iTru5_01_E,iTru7_101_02,,,,,,,,,,,
ASI,Beijing,11,3,u,Beijing_11_3,NA,NA,8.22,NA,NA,c,5,8.22,25,0,No,BEI-14,2,iTru5_01_F,iTru7_101_02,,,,,,,,,,,
ASI,Beijing,1,7,u,Beijing_1_7,NA,NA,6.74,NA,NA,b,1,6.74,25,0,No,BEI-15,2,iTru5_01_G,iTru7_101_02,,,,,,,,,,,
ASI,Beijing,11,7,u,Beijing_11_7,NA,NA,6.56,NA,NA,a,5,6.56,25,0,No,BEI-16,2,iTru5_01_H,iTru7_101_02,,,,,,,,,,,
ASI,Beijing,1,20,u,Beijing_1_20,NA,NA,5.4,NA,NA,h,1,5.4,25,0,No,BEI-17,2,iTru5_01_A,iTru7_101_03,,,,,,,,,,,
ASI,Beijing,11,2,u,Beijing_11_2,NA,NA,5.22,NA,NA,b,5,5.22,25,0,No,BEI-18,2,iTru5_01_B,iTru7_101_03,,,,,,,,,,,
ASI,Beijing,11,13,u,Beijing_11_13,NA,NA,5.14,NA,NA,d,5,5.14,25,0,No,BEI-19,2,iTru5_01_C,iTru7_101_03,,,,,,,,,,,
ASI,Beijing,10,7,u,Beijing_10_7,NA,NA,4.88,NA,NA,d,4,4.88,25,0,No,BEI-20,2,iTru5_01_D,iTru7_101_03,,,,,,,,,,,
EU,Brighton,36,6,r,Brighton_36_6,NA,NA,62.4,NA,NA,e,7,62.4,4.01,20.99,Yes,BRI-1,2,iTru5_01_E,iTru7_101_03,,,,,,,,,,,
EU,Brighton,36,2,r,Brighton_36_2,NA,NA,21.6,NA,NA,a,7,21.6,11.57,13.43,Yes,BRI-2,2,iTru5_01_F,iTru7_101_03,,,,,,,,,,,
EU,Brighton,37,2,r,Brighton_37_2,NA,NA,17.1,NA,NA,c,8,17.1,14.62,10.38,Yes,BRI-3,2,iTru5_01_G,iTru7_101_03,,,,,,,,,,,
EU,Brighton,37,1,r,Brighton_37_1,NA,NA,11.5,NA,NA,b,8,11.5,21.74,3.26,No,BRI-4,2,iTru5_01_H,iTru7_101_03,,,,,,,,,,,
EU,Brighton,38,3,r,Brighton_38_3,NA,NA,22,NA,NA,f,9,22,11.36,13.64,Yes,BRI-5,2,iTru5_01_A,iTru7_101_04,,,,,,,,,,,
EU,Brighton,38,20,r,Brighton_38_20,NA,NA,21.8,NA,NA,e,10,21.8,11.47,13.53,Yes,BRI-6,2,iTru5_01_B,iTru7_101_04,,,,,,,,,,,
EU,Brighton,39,6,r,Brighton_39_6,NA,NA,28.8,NA,NA,g,10,28.8,8.68,16.32,Yes,BRI-7,2,iTru5_01_C,iTru7_101_04,,,,,,,,,,,
EU,Brighton,39,16,r,Brighton_39_16,NA,NA,12.8,NA,NA,d,11,12.8,19.53,5.47,Yes,BRI-8,2,iTru5_01_D,iTru7_101_04,,,,,,,,,,,
EU,Brighton,40,12,r,Brighton_40_12,NA,NA,12.8,NA,NA,e,12,12.8,19.53,5.47,Yes,BRI-9,2,iTru5_01_E,iTru7_101_04,,,,,,,,,,,
EU,Brighton,40,1,r,Brighton_40_1,NA,NA,11.6,NA,NA,h,11,11.6,21.55,3.45,No,BRI-10,2,iTru5_01_F,iTru7_101_04,,,,,,,,,,,
EU,Brighton,1,8,u,Brighton_1_8,NA,NA,41.4,NA,NA,e,1,41.4,6.04,18.96,Yes,BRI-11,2,iTru5_01_G,iTru7_101_04,,,,,,,,,,,
EU,Brighton,1,10,u,Brighton_1_10,NA,NA,20,NA,NA,g,1,20,12.5,12.5,Yes,BRI-12,2,iTru5_01_H,iTru7_101_04,,,,,,,,,,,
EU,Brighton,2,6,u,Brighton_2_6,NA,NA,25.4,NA,NA,g,2,25.4,9.84,15.16,Yes,BRI-13,2,iTru5_01_A,iTru7_101_05,,,,,,,,,,,
EU,Brighton,2,5,u,Brighton_2_5,NA,NA,40.4,NA,NA,f,2,40.4,6.19,18.81,Yes,BRI-14,2,iTru5_01_B,iTru7_101_05,,,,,,,,,,,
EU,Brighton,3,3,u,Brighton_3_3,NA,NA,11.1,NA,NA,d,3,11.1,22.52,2.48,No,BRI-15,2,iTru5_01_C,iTru7_101_05,,,,,,,,,,,
EU,Brighton,3,6,u,Brighton_3_6,NA,NA,14.2,NA,NA,f,3,14.2,17.61,7.39,Yes,BRI-16,2,iTru5_01_D,iTru7_101_05,,,,,,,,,,,
EU,Brighton,4,5,u,Brighton_4_5,NA,NA,16.6,NA,NA,b,5,16.6,15.06,9.94,Yes,BRI-17,2,iTru5_01_E,iTru7_101_05,,,,,,,,,,,
EU,Brighton,4,3,u,Brighton_4_3,NA,NA,25.4,NA,NA,h,4,25.4,9.84,15.16,Yes,BRI-18,2,iTru5_01_F,iTru7_101_05,,,,,,,,,,,
EU,Brighton,5,3,u,Brighton_5_3,NA,NA,22.8,NA,NA,h,5,22.8,10.96,14.04,Yes,BRI-19,2,iTru5_01_G,iTru7_101_05,,,,,,,,,,,
EU,Brighton,5,1,u,Brighton_5_1,NA,NA,38.4,NA,NA,f,5,38.4,6.51,18.49,Yes,BRI-20,2,iTru5_01_H,iTru7_101_05,,,,,,,,,,,
NAM,Edmonton,37,1,r,Edmonton_37_1,10.9,NA,NA,a,7,NA,NA,10.9,22.94,2.06,No,YEG-1,2,iTru5_01_A,iTru7_101_06,,,,,,,,,,,
NAM,Edmonton,39,18,r,Edmonton_39_18,11.8,NA,NA,e,10,NA,NA,11.8,21.19,3.81,No,YEG-2,2,iTru5_01_B,iTru7_101_06,,,,,,,,,,,
NAM,Edmonton,40,11,r,Edmonton_40_11,16.1,NA,NA,d,11,NA,NA,16.1,15.53,9.47,Yes,YEG-3,2,iTru5_01_C,iTru7_101_06,,,,,,,,,,,
NAM,Edmonton,41,11,r,Edmonton_41_11,11.3,NA,NA,d,12,NA,NA,11.3,22.12,2.88,No,YEG-4,2,iTru5_01_D,iTru7_101_06,,,,,,,,,,,
NAM,Edmonton,40,10,r,Edmonton_40_10,11.2,NA,NA,c,11,NA,NA,11.2,22.32,2.68,No,YEG-5,2,iTru5_01_E,iTru7_101_06,,,,,,,,,,,
NAM,Edmonton,37,3,r,Edmonton_37_3,12.9,NA,NA,c,7,NA,NA,12.9,19.38,5.62,Yes,YEG-6,2,iTru5_01_F,iTru7_101_06,,,,,,,,,,,
NAM,Edmonton,37,4,r,Edmonton_37_4,13.8,NA,NA,d,7,NA,NA,13.8,18.12,6.88,Yes,YEG-7,2,iTru5_01_G,iTru7_101_06,,,,,,,,,,,
NAM,Edmonton,38,7,r,Edmonton_38_7,15,NA,NA,e,8,NA,NA,15,16.67,8.33,Yes,YEG-8,2,iTru5_01_H,iTru7_101_06,,,,,,,,,,,
NAM,Edmonton,40,6,r,Edmonton_40_6,9.28,NA,NA,h,10,NA,NA,9.28,25,0,No,YEG-9,2,iTru5_01_A,iTru7_101_07,,,,,,,,,,,
NAM,Edmonton,39,11,r,Edmonton_39_11,8.95,NA,NA,a,10,NA,NA,8.95,25,0,No,YEG-10,2,iTru5_01_B,iTru7_101_07,,,,,,,,,,,
NAM,Edmonton,1,4,u,Edmonton_1_4,15.3,NA,NA,c,1,NA,NA,15.3,16.34,8.66,Yes,YEG-11,2,iTru5_01_C,iTru7_101_07,,,,,,,,,,,
NAM,Edmonton,1,5,u,Edmonton_1_5,11.1,NA,NA,d,1,NA,NA,11.1,22.52,2.48,No,YEG-12,2,iTru5_01_D,iTru7_101_07,,,,,,,,,,,
NAM,Edmonton,2,9,u,Edmonton_2_9,19.6,NA,NA,g,2,NA,NA,19.6,12.76,12.24,Yes,YEG-13,2,iTru5_01_E,iTru7_101_07,,,,,,,,,,,
NAM,Edmonton,2,16,u,Edmonton_2_16,10.4,NA,NA,d,3,NA,NA,10.4,24.04,0.96,No,YEG-14,2,iTru5_01_F,iTru7_101_07,,,,,,,,,,,
NAM,Edmonton,3,10,u,Edmonton_3_10,21.7,NA,NA,b,4,NA,NA,21.7,11.52,13.48,Yes,YEG-15,2,iTru5_01_G,iTru7_101_07,,,,,,,,,,,
NAM,Edmonton,4,5,u,Edmonton_4_5,42.2,NA,NA,h,4,NA,NA,42.2,5.92,19.08,Yes,YEG-16,2,iTru5_01_H,iTru7_101_07,,,,,,,,,,,
NAM,Edmonton,4,9,u,Edmonton_4_9,10.1,NA,NA,b,5,NA,NA,10.1,24.75,0.25,No,YEG-17,2,iTru5_01_A,iTru7_101_08,,,,,,,,,,,
NAM,Edmonton,5,5,u,Edmonton_5_5,14.7,NA,NA,h,5,NA,NA,14.7,17.01,7.99,Yes,YEG-18,2,iTru5_01_B,iTru7_101_08,,,,,,,,,,,
NAM,Edmonton,5,4,u,Edmonton_5_4,26.4,NA,NA,g,5,NA,NA,26.4,9.47,15.53,Yes,YEG-19,2,iTru5_01_C,iTru7_101_08,,,,,,,,,,,
NAM,Edmonton,4,2,u,Edmonton_4_2,23.7,NA,NA,f,4,NA,NA,23.7,10.55,14.45,Yes,YEG-20,2,iTru5_01_D,iTru7_101_08,,,,,,,,,,,
ASI,Lanzhou,1,8,r,Lanzhou_1_8,24.6,NA,NA,d,1,NA,NA,24.6,10.16,14.84,Yes,LNZ-1,2,iTru5_01_E,iTru7_101_08,,,,,,,,,,,
ASI,Lanzhou,1,7,r,Lanzhou_1_7,14.8,NA,NA,c,1,NA,NA,14.8,16.89,8.11,Yes,LNZ-2,2,iTru5_01_F,iTru7_101_08,,,,,,,,,,,
ASI,Lanzhou,2,15,r,Lanzhou_2_15,12.6,NA,NA,b,2,NA,NA,12.6,19.84,5.16,Yes,LNZ-3,2,iTru5_01_G,iTru7_101_08,,,,,,,,,,,
ASI,Lanzhou,2,4,r,Lanzhou_2_4,13.6,NA,NA,f,2,NA,NA,13.6,18.38,6.62,Yes,LNZ-4,2,iTru5_01_H,iTru7_101_08,,,,,,,,,,,
ASI,Lanzhou,3,1,r,Lanzhou_3_1,10.7,NA,NA,b,4,NA,NA,10.7,23.36,1.64,No,LNZ-5,2,iTru5_01_A,iTru7_101_09,,,,,,,,,,,
ASI,Lanzhou,3,15,r,Lanzhou_3_15,10.2,NA,NA,c,3,NA,NA,10.2,24.51,0.49,No,LNZ-6,2,iTru5_01_B,iTru7_101_09,,,,,,,,,,,
ASI,Lanzhou,4,6,r,Lanzhou_4_6,14.5,NA,NA,f,4,NA,NA,14.5,17.24,7.76,Yes,LNZ-7,2,iTru5_01_C,iTru7_101_09,,,,,,,,,,,
ASI,Lanzhou,4,12,r,Lanzhou_4_12,16.7,NA,NA,d,5,NA,NA,16.7,14.97,10.03,Yes,LNZ-8,2,iTru5_01_D,iTru7_101_09,,,,,,,,,,,
ASI,Lanzhou,5,10,r,Lanzhou_5_10,59.1,NA,NA,d,6,NA,NA,59.1,4.23,20.77,Yes,LNZ-9,2,iTru5_01_E,iTru7_101_09,,,,,,,,,,,
ASI,Lanzhou,5,12,r,Lanzhou_5_12,10.1,NA,NA,f,6,NA,NA,10.1,24.75,0.25,No,LNZ-10,2,iTru5_01_F,iTru7_101_09,,,,,,,,,,,
ASI,Lanzhou,35,11,u,Lanzhou_35_11,13,NA,NA,c,10,NA,NA,13,19.23,5.77,Yes,LNZ-11,2,iTru5_01_G,iTru7_101_09,,,,,,,,,,,
ASI,Lanzhou,35,13,u,Lanzhou_35_13,10.3,NA,NA,e,10,NA,NA,10.3,24.27,0.73,No,LNZ-12,2,iTru5_01_H,iTru7_101_09,,,,,,,,,,,
ASI,Lanzhou,35,7,u,Lanzhou_35_7,10.3,NA,NA,d,10,NA,NA,10.3,24.27,0.73,No,LNZ-13,2,iTru5_01_A,iTru7_101_10,,,,,,,,,,,
ASI,Lanzhou,35,14,u,Lanzhou_35_14,11.9,NA,NA,f,9,NA,NA,11.9,21.01,3.99,No,LNZ-14,2,iTru5_01_B,iTru7_101_10,,,,,,,,,,,
ASI,Lanzhou,35,10,u,Lanzhou_35_10,19.7,NA,NA,e,9,NA,NA,19.7,12.69,12.31,Yes,LNZ-15,2,iTru5_01_C,iTru7_101_10,,,,,,,,,,,
ASI,Lanzhou,37,15,u,Lanzhou_37_15,9.71,NA,NA,c,11,NA,NA,9.71,25,0,No,LNZ-16,2,iTru5_01_D,iTru7_101_10,,,,,,,,,,,
ASI,Lanzhou,33,11,u,Lanzhou_33_11,7.97,NA,NA,b,8,NA,NA,7.97,25,0,No,LNZ-17,2,iTru5_01_E,iTru7_101_10,,,,,,,,,,,
ASI,Lanzhou,35,9,u,Lanzhou_35_9,7.88,NA,NA,g,9,NA,NA,7.88,25,0,No,LNZ-18,2,iTru5_01_F,iTru7_101_10,,,,,,,,,,,
ASI,Lanzhou,33,7,u,Lanzhou_33_7,7.19,NA,NA,c,7,NA,NA,7.19,25,0,No,LNZ-19,2,iTru5_01_G,iTru7_101_10,,,,,,,,,,,
ASI,Lanzhou,37,1,u,Lanzhou_37_1,6.32,NA,NA,e,11,NA,NA,6.32,25,0,No,LNZ-20,2,iTru5_01_H,iTru7_101_10,,,,,,,,,,,
EU,Munster,36,2,r,Munster_36_2,3.82,NA,12,a,7,b,7,12,20.83,4.17,No,MUN-1,2,iTru5_01_A,iTru7_101_11,,,,,,,,,,,
EU,Munster,36,13,r,Munster_36_13,10.2,NA,18.9,g,7,g,7,18.9,13.23,11.77,Yes,MUN-2,2,iTru5_01_B,iTru7_101_11,,,,,,,,,,,
EU,Munster,37,10,r,Munster_37_10,2.09,NA,17.5,b,9,b,9,17.5,14.29,10.71,Yes,MUN-3,2,iTru5_01_C,iTru7_101_11,,,,,,,,,,,
EU,Munster,37,8,r,Munster_37_8,5.15,NA,17.8,h,8,h,8,17.8,14.04,10.96,Yes,MUN-4,2,iTru5_01_D,iTru7_101_11,,,,,,,,,,,
EU,Munster,38,9,r,Munster_38_9,15.3,NA,7.3,c,10,e,10,15.3,16.34,8.66,Yes,MUN-5,2,iTru5_01_E,iTru7_101_11,,,,,,,,,,,
EU,Munster,38,2,r,Munster_38_2,9.93,NA,17.7,e,9,f,9,17.7,14.12,10.88,Yes,MUN-6,2,iTru5_01_F,iTru7_101_11,,,,,,,,,,,
EU,Munster,39,8,r,Munster_39_8,10,NA,0,f,10,f,11,10,25,0,No,MUN-7,2,iTru5_01_G,iTru7_101_11,,,,,,,,,,,
EU,Munster,39,5,r,Munster_39_5,26,NA,0,e,10,c,11,26,9.62,15.38,Yes,MUN-8,2,iTru5_01_H,iTru7_101_11,,,,,,,,,,,
EU,Munster,40,6,r,Munster_40_6,9.18,NA,16.1,h,11,b,12,16.1,15.53,9.47,Yes,MUN-9,2,iTru5_01_A,iTru7_101_12,,,,,,,,,,,
EU,Munster,40,2,r,Munster_40_2,21.5,NA,NA,h,12,NA,NA,21.5,11.63,13.37,Yes,MUN-10,2,iTru5_01_B,iTru7_101_12,,,,,,,,,,,
EU,Munster,1,2,u,Munster_1_2,11.8,NA,23.8,h,1,b,1,23.8,10.5,14.5,Yes,MUN-11,2,iTru5_01_C,iTru7_101_12,,,,,,,,,,,
EU,Munster,1,7,u,Munster_1_7,10.9,NA,0,c,1,g,1,10.9,22.94,2.06,No,MUN-12,2,iTru5_01_D,iTru7_101_12,,,,,,,,,,,
EU,Munster,2,2,u,Munster_2_2,NA,NA,18.4,NA,NA,d,2,18.4,13.59,11.41,Yes,MUN-13,2,iTru5_01_E,iTru7_101_12,,,,,,,,,,,
EU,Munster,2,7,u,Munster_2_7,14.1,NA,0,d,2,a,3,14.1,17.73,7.27,Yes,MUN-14,2,iTru5_01_F,iTru7_101_12,,,,,,,,,,,
EU,Munster,3,9,u,Munster_3_9,12,NA,0,d,4,d,4,12,20.83,4.17,No,MUN-15,2,iTru5_01_G,iTru7_101_12,,,,,,,,,,,
EU,Munster,3,6,u,Munster_3_6,10.3,NA,8.4,e,3,a,4,10.3,24.27,0.73,No,MUN-16,2,iTru5_01_H,iTru7_101_12,,,,,,,,,,,
EU,Munster,4,5,u,Munster_4_5,9.15,NA,17.1,b,5,b,5,17.1,14.62,10.38,Yes,MUN-17,2,iTru5_01_A,iTru7_102_01,,,,,,,,,,,
EU,Munster,4,9,u,Munster_4_9,4.26,NA,11,f,5,f,5,11,22.73,2.27,No,MUN-18,2,iTru5_01_B,iTru7_102_01,,,,,,,,,,,
EU,Munster,5,5,u,Munster_5_5,10,NA,13.3,c,6,d,6,13.3,18.8,6.2,Yes,MUN-19,2,iTru5_01_C,iTru7_102_01,,,,,,,,,,,
EU,Munster,5,10,u,Munster_5_10,13.9,NA,8.84,h,6,a,7,13.9,17.99,7.01,Yes,MUN-20,2,iTru5_01_D,iTru7_102_01,,,,,,,,,,,
OCE,Newcastle,50,6,r,Newcastle_50_6,12.6,NA,NA,d,12,NA,NA,12.6,19.84,5.16,Yes,NEW-1,2,iTru5_01_E,iTru7_102_01,,,,,,,,,,,
OCE,Newcastle,47,6,r,Newcastle_47_6,13,NA,NA,g,8,NA,NA,13,19.23,5.77,Yes,NEW-2,2,iTru5_01_F,iTru7_102_01,,,,,,,,,,,
OCE,Newcastle,50,2,r,Newcastle_50_2,10.2,NA,NA,h,11,NA,NA,10.2,24.51,0.49,No,NEW-3,2,iTru5_01_G,iTru7_102_01,,,,,,,,,,,
OCE,Newcastle,47,2,r,Newcastle_47_2,9.34,NA,NA,c,8,NA,NA,9.34,25,0,No,NEW-4,2,iTru5_01_H,iTru7_102_01,,,,,,,,,,,
OCE,Newcastle,50,1,r,Newcastle_50_1,8.14,NA,NA,g,11,NA,NA,8.14,25,0,No,NEW-5,2,iTru5_01_A,iTru7_102_02,,,,,,,,,,,
OCE,Newcastle,48,2,r,Newcastle_48_2,8,NA,NA,e,9,NA,NA,8,25,0,No,NEW-6,2,iTru5_01_B,iTru7_102_02,,,,,,,,,,,
OCE,Newcastle,50,5,r,Newcastle_50_5,8,NA,NA,c,12,NA,NA,8,25,0,No,NEW-7,2,iTru5_01_C,iTru7_102_02,,,,,,,,,,,
OCE,Newcastle,49,8,r,Newcastle_49_8,7.44,NA,NA,e,11,NA,NA,7.44,25,0,No,NEW-8,2,iTru5_01_D,iTru7_102_02,,,,,,,,,,,
OCE,Newcastle,50,10,r,Newcastle_50_10,6.6,NA,NA,h,12,NA,NA,6.6,25,0,No,NEW-9,2,iTru5_01_E,iTru7_102_02,,,,,,,,,,,
OCE,Newcastle,49,3,r,Newcastle_49_3,6.26,NA,NA,h,10,NA,NA,6.26,25,0,No,NEW-10,2,iTru5_01_F,iTru7_102_02,,,,,,,,,,,
OCE,Newcastle,10,1,u,Newcastle_10_1,11.1,NA,NA,h,5,NA,NA,11.1,22.52,2.48,No,NEW-11,2,iTru5_01_G,iTru7_102_02,,,,,,,,,,,
OCE,Newcastle,6,9,u,Newcastle_6_9,14,NA,NA,c,3,NA,NA,14,17.86,7.14,Yes,NEW-12,2,iTru5_01_H,iTru7_102_02,,,,,,,,,,,
OCE,Newcastle,6,1,u,Newcastle_6_1,13.4,NA,NA,c,2,NA,NA,13.4,18.66,6.34,Yes,NEW-13,2,iTru5_01_A,iTru7_102_03,,,,,,,,,,,
OCE,Newcastle,7,5,u,Newcastle_7_5,18.6,NA,NA,h,3,NA,NA,18.6,13.44,11.56,Yes,NEW-14,2,iTru5_01_B,iTru7_102_03,,,,,,,,,,,
OCE,Newcastle,7,3,u,Newcastle_7_3,25.4,NA,NA,f,3,NA,NA,25.4,9.84,15.16,Yes,NEW-15,2,iTru5_01_C,iTru7_102_03,,,,,,,,,,,
