continent,name,city,row,column,pop,individual,site,original comments,Qubit_ng.ul Ext 1,Number that need to be rextracted:,,Qubit_ng.ul Ext 2 (SK),
NAM,Mexico City,MEX,c,5,28,14,u,,11.1,,,,
NAM,Mexico City,MEX,d,5,28,16,u,,11.3,,,,
NAM,Mexico City,MEX,e,5,28,18,u,,10.9,,,,
NAM,Mexico City,MEX,f,5,28,20,u,,17.1,,,,
NAM,Mexico City,MEX,g,5,28,22,u,,6.96,,,,
NAM,Mexico City,MEX,h,5,30,1,u,,16.7,,,,
NAM,Mexico City,MEX,a,6,30,2,u,,2.73,,,,
NAM,Mexico City,MEX,b,6,30,3,u,,21.4,,,,
NAM,Mexico City,MEX,c,6,30,4,u,,8.94,,,,
NAM,Mexico City,MEX,d,6,30,7,u,,0,,,,
NAM,Mexico City,MEX,e,6,30,11,u,,2.26,,,,
NAM,Mexico City,MEX,f,6,30,12,u,,2.09,,,,
NAM,Mexico City,MEX,g,6,30,14,u,left off 30.13,1.17,,,,
NAM,Mexico City,MEX,h,6,30,16,u,,11.9,,,,
NAM,Mexico City,MEX,a,7,18,2,r,,8.76,,,,
NAM,Mexico City,MEX,b,7,18,3,r,,6.47,,,,
NAM,Mexico City,MEX,c,7,18,4,r,,0,,,,
NAM,Mexico City,MEX,d,7,18,5,r,,8.53,,,,
NAM,Mexico City,MEX,e,7,18,6,r,,17.9,,,,
NAM,Mexico City,MEX,f,7,18,7,r,,7.53,,,,
NAM,Mexico City,MEX,g,7,18,9,r,,1.81,,,,
NAM,Mexico City,MEX,h,7,18,11,r,,10.7,,,,
NAM,Mexico City,MEX,a,8,18,12,r,,3.91,,,,
NAM,Mexico City,MEX,b,8,18,14,r,,4.15,,,,
NAM,Mexico City,MEX,c,8,20,3,r,,1.11,,,,
NAM,Mexico City,MEX,d,8,20,9,r,,9.49,,,,
NAM,Mexico City,MEX,e,8,20,6,r,,1.21,,,,
NAM,Mexico City,MEX,f,8,20,18,r,,8.64,,,,
NAM,Mexico City,MEX,g,8,20,10,r,,3.9,,,,
NAM,Mexico City,MEX,h,8,20,12,r,,41.6,,,,
NAM,Mexico City,MEX,a,9,20,13,r,,8.46,,,,
NAM,Mexico City,MEX,b,9,20,14,r,,0,,,,
NAM,Mexico City,MEX,c,9,20,17,r,,3.15,,,,
NAM,Mexico City,MEX,d,9,22,16,r,left off 22.1,2.45,,,,
NAM,Mexico City,MEX,e,9,22,3,r,,8.68,,,,
NAM,Mexico City,MEX,f,9,22,4,r,,2.47,,,,
NAM,Mexico City,MEX,g,9,22,8,r,,6.21,,,,
NAM,Mexico City,MEX,h,9,22,9,r,,35.9,,,,
NAM,Mexico City,MEX,a,10,22,10,r,,15.5,,,,
NAM,Mexico City,MEX,b,10,22,12,r,,10.7,,,,
NAM,Mexico City,MEX,c,10,22,14,r,,1.02,,,,
NAM,Mexico City,MEX,d,10,22,17,r,,14.2,,,,
NAM,Mexico City,MEX,e,10,24,20,r,,5.5,,,,
NAM,Mexico City,MEX,f,10,24,1,r,,5.65,,,,
NAM,Mexico City,MEX,g,10,24,3,r,,14.2,,,,
NAM,Mexico City,MEX,h,10,24,5,r,,9.5,,,,
NAM,Mexico City,MEX,a,11,24,7,r,,3.25,,,,
NAM,Mexico City,MEX,b,11,24,9,r,,5.66,,,,
NAM,Mexico City,MEX,c,11,24,11,r,,17.5,,,,
NAM,Mexico City,MEX,d,11,24,13,r,,4.65,,,,
NAM,Mexico City,MEX,e,11,24,15,r,,4.42,,,,
NAM,Mexico City,MEX,f,11,24,17,r,,5.58,,,,
NAM,Mexico City,MEX,g,11,24,19,r,Was mislabbelled 25_19,2.65,,,,
NAM,Mexico City,MEX,h,11,25,4,r,,4.16,,,,
NAM,Mexico City,MEX,a,12,25,7,r,,4.28,,,,
NAM,Mexico City,MEX,b,12,25,8,r,left off 25.12,8.6,,,,
NAM,Mexico City,MEX,c,12,25,13,r,,1.14,,,,
NAM,Mexico City,MEX,d,12,25,15,r,,7.66,,,,
NAM,Mexico City,MEX,e,12,25,17,r,,10.2,,,,
NAM,Mexico City,MEX,f,12,25,18,r,,15.2,,,,
NAM,Mexico City,MEX,g,12,25,19,r,,6.79,,,,
NAM,Mexico City,MEX,h,12,25,20,r,,5.49,,,,
SAM,Santiago,SAN,a,1,38,1,u,,34.8,55,,,
SAM,Santiago,SAN,b,1,38,2,u,,22.2,,,,
SAM,Santiago,SAN,c,1,38,4,u,little tissue left,6.06,,,,
SAM,Santiago,SAN,d,1,38,5,u,little tissue left,2.57,,,,
SAM,Santiago,SAN,e,1,38,7,u,,30.8,,,,
SAM,Santiago,SAN,f,1,38,9,u,little tissue left,13.1,,,,
SAM,Santiago,SAN,g,1,38,10,u,,12.7,,,,
SAM,Santiago,SAN,h,1,38,11,u,,9.78,,,,
SAM,Santiago,SAN,a,2,38,12,u,,0,,,,
SAM,Santiago,SAN,b,2,38,15,u,,7.79,,,,
SAM,Santiago,SAN,c,2,34,1,u,,11.5,,,,
SAM,Santiago,SAN,d,2,34,3,u,,9.23,,,,
SAM,Santiago,SAN,e,2,34,4,u,,1.67,,,,
SAM,Santiago,SAN,f,2,34,5,u,,6.89,,,,
SAM,Santiago,SAN,g,2,34,6,u,,6.2,,,,
SAM,Santiago,SAN,h,2,34,8,u,,5.72,,,,
SAM,Santiago,SAN,a,3,34,10,u,,32.2,,,,
SAM,Santiago,SAN,b,3,34,12,u,little tissue left,13.5,,,,
SAM,Santiago,SAN,c,3,34,14,u,,11.3,,,,
SAM,Santiago,SAN,d,3,34,16,u,,7.26,,,,
SAM,Santiago,SAN,e,3,30,1,u,,0,,,,
SAM,Santiago,SAN,f,3,30,3,u,,15.4,,,,
SAM,Santiago,SAN,g,3,30,4,u,,8.49,,,,
SAM,Santiago,SAN,h,3,30,6,u,,4.98,,,,
SAM,Santiago,SAN,a,4,30,10,u,,5.66,,,,
SAM,Santiago,SAN,b,4,30,11,u,,0,,,,
SAM,Santiago,SAN,c,4,30,12,u,left off 30.15,6,,,,
SAM,Santiago,SAN,d,4,30,13,u,,3.01,,,,
SAM,Santiago,SAN,e,4,26,20,u,,16,,,,
SAM,Santiago,SAN,f,4,26,1,u,,15.6,,,,
SAM,Santiago,SAN,g,4,26,2,u,little tissue left,12.3,,,,
SAM,Santiago,SAN,h,4,26,4,u,,13.2,,,,
SAM,Santiago,SAN,a,5,26,6,u,,11.6,,,,
SAM,Santiago,SAN,b,5,26,9,u,,14.5,,,,
SAM,Santiago,SAN,c,5,26,11,u,,2.98,,,,
SAM,Santiago,SAN,d,5,26,16,u,,3.66,,,,
SAM,Santiago,SAN,e,5,26,18,u,,15,,,,
SAM,Santiago,SAN,f,5,26,19,u,,23.4,,,,
SAM,Santiago,SAN,g,5,22,20,u,,11.7,,,,
SAM,Santiago,SAN,h,5,22,1,u,,13,,,,
SAM,Santiago,SAN,a,6,22,2,u,,4.36,,,,
SAM,Santiago,SAN,b,6,22,4,u,,13.6,,,,
SAM,Santiago,SAN,c,6,22,5,u,,2.89,,,,
SAM,Santiago,SAN,d,6,22,6,u,,13.1,,,,
SAM,Santiago,SAN,e,6,22,8,u,,10.1,,,,
SAM,Santiago,SAN,f,6,22,9,u,,11.3,,,,
SAM,Santiago,SAN,g,6,22,12,u,left off 22.17,6.26,,,,
SAM,Santiago,SAN,h,6,22,19,u,,17.6,,,,
SAM,Santiago,SAN,a,7,17,1,r,,1.22,,,,
SAM,Santiago,SAN,b,7,17,4,r,left off 17.3,13.4,,,,
SAM,Santiago,SAN,c,7,17,7,r,,2.67,,,,
SAM,Santiago,SAN,d,7,17,8,r,,8.13,,,,
SAM,Santiago,SAN,e,7,17,11,r,,7.57,,,,
SAM,Santiago,SAN,f,7,17,12,r,,7.59,,,,
SAM,Santiago,SAN,g,7,17,13,r,,11.5,,,,
SAM,Santiago,SAN,h,7,17,16,r,,21.4,,,,
SAM,Santiago,SAN,a,8,17,17,r,,4.36,,,,
SAM,Santiago,SAN,b,8,13,2,r,,8.93,,,,
SAM,Santiago,SAN,c,8,13,4,r,,3.51,,,,
SAM,Santiago,SAN,d,8,13,8,r,,4.18,,,,
SAM,Santiago,SAN,e,8,13,9,r,,2.32,,,,
SAM,Santiago,SAN,f,8,13,10,r,little tissue left,2.47,,,,
SAM,Santiago,SAN,g,8,13,11,r,left off 13.10,3.21,,,,
SAM,Santiago,SAN,h,8,13,12,r,,5.95,,,,
SAM,Santiago,SAN,a,9,13,17,r,,4.34,,,,
SAM,Santiago,SAN,b,9,13,18,r,,4.35,,,,
SAM,Santiago,SAN,c,9,13,20,r,,0,,,,
SAM,Santiago,SAN,d,9,9,1,r,,4.44,,,,
SAM,Santiago,SAN,e,9,9,3,r,,22.4,,,,
SAM,Santiago,SAN,f,9,9,9,r,,20,,,,
SAM,Santiago,SAN,g,9,9,11,r,,3.97,,,,
SAM,Santiago,SAN,h,9,9,15,r,,49.8,,,,
SAM,Santiago,SAN,a,10,9,16,r,,2.46,,,,
SAM,Santiago,SAN,b,10,9,17,r,,2.93,,,,
SAM,Santiago,SAN,c,10,9,18,r,left off 9.20,9.49,,,,
SAM,Santiago,SAN,d,10,9,19,r,little tissue left,9.98,,,,
SAM,Santiago,SAN,e,10,5,1,r,no tissue left,7.27,,,,
SAM,Santiago,SAN,f,10,5,2,r,no tissue left,15.9,,,,
SAM,Santiago,SAN,g,10,5,3,r,little tissue left,10.8,,,,
SAM,Santiago,SAN,h,10,5,5,r,,20.4,,,,
SAM,Santiago,SAN,a,11,5,8,r,no tissue left,28.7,,,,
SAM,Santiago,SAN,b,11,5,10,r,,6.73,,,,
SAM,Santiago,SAN,c,11,5,11,r,,13.6,,,,
SAM,Santiago,SAN,d,11,5,12,r,,4.64,,,,
SAM,Santiago,SAN,e,11,5,16,r,,3.35,,,,
SAM,Santiago,SAN,f,11,5,20,r,,8.01,,,,
SAM,Santiago,SAN,g,11,1,1,r,,35,,,,
SAM,Santiago,SAN,h,11,1,4,r,little tissue left,7.57,,,,
SAM,Santiago,SAN,a,12,1,6,r,,7.51,,,,
SAM,Santiago,SAN,b,12,1,9,r,,7.02,,,,
SAM,Santiago,SAN,c,12,1,10,r,,8.04,,,,
SAM,Santiago,SAN,d,12,1,15,r,,7.25,,,,
SAM,Santiago,SAN,e,12,1,16,r,no tissue left,29,,,,
SAM,Santiago,SAN,f,12,1,17,r,no tissue left,43,,,,
SAM,Santiago,SAN,g,12,1,19,r,no tissue left,29.8,,,,
SAM,Santiago,SAN,h,12,1,20,r,,13,,,,
ASI,Tehran,TEH,a,1,1,8,u,,8.42,42,,,
ASI,Tehran,TEH,b,1,1,7,u,,9.32,,,,
ASI,Tehran,TEH,c,1,1,5,u,,10.4,,,,
ASI,Tehran,TEH,d,1,1,6,u,,9.06,,,,
ASI,Tehran,TEH,e,1,1,4,u,,9.55,,,,
ASI,Tehran,TEH,f,1,1,3,u,,15.1,,,,
ASI,Tehran,TEH,g,1,1,2,u,,17.8,,,,
ASI,Tehran,TEH,h,1,1,1,u,,8.99,,,,
ASI,Tehran,TEH,a,2,1,9,u,,14.3,,,,
ASI,Tehran,TEH,b,2,1,10,u,,8.32,,,,
ASI,Tehran,TEH,c,2,2,4,u,,9.69,,,,
ASI,Tehran,TEH,d,2,2,5,u,,0,,,,
ASI,Tehran,TEH,e,2,2,6,u,,11.5,,,,
ASI,Tehran,TEH,f,2,2,7,u,,8.03,,,,
ASI,Tehran,TEH,g,2,2,8,u,,24.7,,,,
ASI,Tehran,TEH,h,2,2,9,u,,8.77,,,,
ASI,Tehran,TEH,a,3,2,10,u,,15.4,,,,
ASI,Tehran,TEH,b,3,2,3,u,, ,,,,
ASI,Tehran,TEH,c,3,2,2,u,,16.6,,,,
ASI,Tehran,TEH,d,3,2,1,u,,13.9,,,,
ASI,Tehran,TEH,e,3,38,5,u,,21.8,,,,
ASI,Tehran,TEH,f,3,38,6,u,,13.7,,,,
ASI,Tehran,TEH,g,3,38,2,u,,2.7,,,,
ASI,Tehran,TEH,h,3,38,1,u,,5.32,,,,
ASI,Tehran,TEH,a,4,38,10,u,,10.2,,,,
ASI,Tehran,TEH,b,4,38,9,u,,18.8,,,,
ASI,Tehran,TEH,c,4,38,7,u,,7.44,,,,
ASI,Tehran,TEH,d,4,38,8,u,left off 38.3,17.3,,,,
ASI,Tehran,TEH,e,4,38,4,u,,1.05,,,,
ASI,Tehran,TEH,f,4,39,6,u,,27.2,,,,
ASI,Tehran,TEH,g,4,39,4,u,,20.8,,,,
ASI,Tehran,TEH,h,4,39,5,u,,47.1,,,,
ASI,Tehran,TEH,a,5,39,3,u,,2.12,,,,
ASI,Tehran,TEH,b,5,39,7,u,,13.1,,,,
ASI,Tehran,TEH,c,5,39,9,u,,22.9,,,,
ASI,Tehran,TEH,d,5,39,8,u,,4.84,,,,
ASI,Tehran,TEH,e,5,39,10,u,,10.6,,,,
ASI,Tehran,TEH,f,5,39,2,u,,24.1,,,,
ASI,Tehran,TEH,g,5,39,1,u,,8.56,,,,
ASI,Tehran,TEH,h,5,40,10,u,,1.14,,,,
ASI,Tehran,TEH,a,6,40,9,u,,11.6,,,,
ASI,Tehran,TEH,b,6,40,8,u,,18.5,,,,
ASI,Tehran,TEH,c,6,40,7,u,,24.9,,,,
ASI,Tehran,TEH,d,6,40,6,u,,11.9,,,,
ASI,Tehran,TEH,e,6,40,4,u,,6.91,,,,
ASI,Tehran,TEH,f,6,40,3,u,,16.6,,,,
ASI,Tehran,TEH,g,6,40,2,u,,15.7,,,,
ASI,Tehran,TEH,h,6,40,1,u,left off 40.5,7.83,,,,
ASI,Tehran,TEH,a,7,36,11,r,,26.7,,,,
ASI,Tehran,TEH,b,7,36,6,r,,6.43,,,,
ASI,Tehran,TEH,c,7,36,7,r,,4.29,,,,
ASI,Tehran,TEH,d,7,36,8,r,,8.37,,,,
ASI,Tehran,TEH,e,7,36,9,r,,2.61,,,,
ASI,Tehran,TEH,f,7,36,10,r,,4.3,,,,
ASI,Tehran,TEH,g,7,36,5,r,,13.5,,,,
ASI,Tehran,TEH,h,7,36,3,r,,2.29,,,,
ASI,Tehran,TEH,a,8,36,2,r,,1.38,,,,
ASI,Tehran,TEH,b,8,36,1,r,,2.91,,,,
ASI,Tehran,TEH,c,8,35,5,r,,11,,,,
ASI,Tehran,TEH,d,8,35,6,r,,7.84,,,,
ASI,Tehran,TEH,e,8,35,7,r,,1.3,,,,
ASI,Tehran,TEH,f,8,35,8,r,,14.2,,,,
ASI,Tehran,TEH,g,8,35,4,r,,12.2,,,,
ASI,Tehran,TEH,h,8,35,1,r,,2.04,,,,
ASI,Tehran,TEH,a,9,35,2,r,,5.1,,,,
ASI,Tehran,TEH,b,9,35,3,r,,14.3,,,,
ASI,Tehran,TEH,c,9,35,9,r,,15.8,,,,
ASI,Tehran,TEH,d,9,35,10,r,,10.8,,,,
ASI,Tehran,TEH,e,9,37,3,r,,5.23,,,,
ASI,Tehran,TEH,f,9,37,9,r,,27.7,,,,
ASI,Tehran,TEH,g,9,37,10,r,,38.4,,,,
ASI,Tehran,TEH,h,9,37,8,r,,1.52,,,,
ASI,Tehran,TEH,a,10,37,7,r,,9.76,,,,
ASI,Tehran,TEH,b,10,37,6,r,,52.6,,,,
ASI,Tehran,TEH,c,10,37,5,r,,5.55,,,,
ASI,Tehran,TEH,d,10,37,4,r,,8.06,,,,
ASI,Tehran,TEH,e,10,37,2,r,,26.6,,,,
ASI,Tehran,TEH,f,10,37,1,r,,10.7,,,,
ASI,Tehran,TEH,g,10,28,4,r,,6.99,,,,
ASI,Tehran,TEH,h,10,28,3,r,,13.8,,,,
ASI,Tehran,TEH,a,11,28,1,r,,3.03,,,,
ASI,Tehran,TEH,b,11,28,2,r,,23.4,,,,
ASI,Tehran,TEH,c,11,28,8,r,,13.5,,,,
ASI,Tehran,TEH,d,11,28,6,r,,28.4,,,,
ASI,Tehran,TEH,e,11,28,5,r,,30.9,,,,
ASI,Tehran,TEH,f,11,28,7,r,,34.4,,,,
ASI,Tehran,TEH,g,11,28,10,r,left off 28.9,19.9,,,,
ASI,Tehran,TEH,h,11,27,10,r,,35,,,,
ASI,Tehran,TEH,a,12,27,8,r,,10.9,,,,
ASI,Tehran,TEH,b,12,27,6,r,,16.7,,,,
ASI,Tehran,TEH,c,12,27,4,r,,4.44,,,,
ASI,Tehran,TEH,d,12,27,3,r,,7.11,,,,
ASI,Tehran,TEH,e,12,27,2,r,,22,,,,
ASI,Tehran,TEH,f,12,27,1,r,,15.1,,,,
ASI,Tehran,TEH,g,12,27,5,r,,14.4,,,,
ASI,Tehran,TEH,h,12,27,9,r,left off 27.7,3.81,,,,
ASI,Sapporo,SAP,a,1,1,6,u,,101,34,,,
ASI,Sapporo,SAP,b,1,1,8,u,,23.1,,,,
ASI,Sapporo,SAP,c,1,1,9,u,,27.5,,,,
ASI,Sapporo,SAP,d,1,1,10,u,,31.2,,,,
ASI,Sapporo,SAP,e,1,1,11,u,,32.8,,,,
ASI,Sapporo,SAP,f,1,1,12,u,,36,,,,
ASI,Sapporo,SAP,g,1,1,15,u,,20.2,,,,
ASI,Sapporo,SAP,h,1,1,16,u,,43.4,,,,
ASI,Sapporo,SAP,a,2,1,17,u,,32.8,,,,
ASI,Sapporo,SAP,b,2,1,20,u,,15.3,,,,
ASI,Sapporo,SAP,c,2,2,1,u,,9.65,,,,
ASI,Sapporo,SAP,d,2,2,4,u,,9.52,,,,
ASI,Sapporo,SAP,e,2,2,5,u,,8.78,,,,
ASI,Sapporo,SAP,f,2,2,7,u,,28,,,,
ASI,Sapporo,SAP,g,2,2,8,u,,12.2,,,,
ASI,Sapporo,SAP,h,2,2,12,u,,14.9,,,,
ASI,Sapporo,SAP,a,3,2,13,u,,10.6,,,,
ASI,Sapporo,SAP,b,3,2,15,u,,12.1,,,,
ASI,Sapporo,SAP,c,3,2,17,u,left off 2.20,8.91,,,,
ASI,Sapporo,SAP,d,3,3,2,u,,19.1,,,,
ASI,Sapporo,SAP,e,3,3,1,u,,7.02,,,,
ASI,Sapporo,SAP,f,3,3,3,u,,16.1,,,,
ASI,Sapporo,SAP,g,3,3,4,u,,11.2,,,,
ASI,Sapporo,SAP,h,3,3,5,u,,17.5,,,,
ASI,Sapporo,SAP,a,4,3,8,u,,14.8,,,,
ASI,Sapporo,SAP,b,4,3,9,u,,5.53,,,,
ASI,Sapporo,SAP,c,4,3,11,u,,17.2,,,,
ASI,Sapporo,SAP,d,4,3,15,u,,7.22,,,,
ASI,Sapporo,SAP,e,4,3,19,u,,27.9,,,,
ASI,Sapporo,SAP,f,4,43,20,u,,14.8,,,,
ASI,Sapporo,SAP,g,4,43,19,u,,19.4,,,,
ASI,Sapporo,SAP,h,4,43,13,u,,13,,,,
ASI,Sapporo,SAP,a,5,43,11,u,,16.3,,,,
ASI,Sapporo,SAP,b,5,43,8,u,,16.5,,,,
ASI,Sapporo,SAP,c,5,43,7,u,,9.15,,,,
ASI,Sapporo,SAP,d,5,43,6,u,,17.1,,,,
ASI,Sapporo,SAP,e,5,43,5,u,,18.5,,,,
ASI,Sapporo,SAP,f,5,43,4,u,,23.2,,,,
ASI,Sapporo,SAP,g,5,43,12,u,,12.3,,,,
ASI,Sapporo,SAP,h,5,44,18,u,left off 44.20,14.9,,,,
ASI,Sapporo,SAP,a,6,44,17,u,,12.2,,,,
ASI,Sapporo,SAP,b,6,44,16,u,,8.93,,,,
ASI,Sapporo,SAP,c,6,44,14,u,,7.64,,,,
ASI,Sapporo,SAP,d,6,44,13,u,,2.76,,,,
ASI,Sapporo,SAP,e,6,44,12,u,,4.1,,,,
ASI,Sapporo,SAP,f,6,44,11,u,,5.82,,,,
ASI,Sapporo,SAP,g,6,44,9,u,,13.7,,,,
ASI,Sapporo,SAP,h,6,44,7,u,,5.36,,,,
ASI,Sapporo,SAP,a,7,40,4,r,,6.54,,,,
ASI,Sapporo,SAP,b,7,40,13,r,,4.53,,,,
ASI,Sapporo,SAP,c,7,40,14,r,,3.24,,,,
ASI,Sapporo,SAP,d,7,40,19,r,,12.4,,,,
ASI,Sapporo,SAP,e,7,40,18,r,,12.6,,,,
ASI,Sapporo,SAP,f,7,40,16,r,,14.2,,,,
ASI,Sapporo,SAP,g,7,40,10,r,,16.4,,,,
ASI,Sapporo,SAP,h,7,40,9,r,,7.33,,,,
ASI,Sapporo,SAP,a,8,40,5,r,,21.9,,,,
ASI,Sapporo,SAP,b,8,40,3,r,,19.6,,,,
ASI,Sapporo,SAP,c,8,36,1,r,,7.14,,,,
ASI,Sapporo,SAP,d,8,36,2,r,,5.7,,,,
ASI,Sapporo,SAP,e,8,36,5,r,,16,,,,
ASI,Sapporo,SAP,f,8,36,6,r,,7.97,,,,
ASI,Sapporo,SAP,g,8,36,9,r,,48.2,,,,
ASI,Sapporo,SAP,h,8,36,10,r,,54.1,,,,
ASI,Sapporo,SAP,a,9,36,11,r,,12.2,,,,
ASI,Sapporo,SAP,b,9,36,12,r,,12.6,,,,
ASI,Sapporo,SAP,c,9,36,16,r,,9.02,,,,
ASI,Sapporo,SAP,d,9,36,17,r,,13.7,,,,
ASI,Sapporo,SAP,e,9,35,1,r,,38.2,,,,
ASI,Sapporo,SAP,f,9,35,3,r,,6.31,,,,
ASI,Sapporo,SAP,g,9,35,5,r,,12,,,,
ASI,Sapporo,SAP,h,9,35,7,r,,30.8,,,,
ASI,Sapporo,SAP,a,10,35,8,r,,10.4,,,,
ASI,Sapporo,SAP,b,10,35,9,r,,10.3,,,,
ASI,Sapporo,SAP,c,10,35,16,r,left off 35.15,11,,,,
ASI,Sapporo,SAP,d,10,35,17,r,,17.5,,,,
ASI,Sapporo,SAP,e,10,35,20,r,,18.2,,,,
ASI,Sapporo,SAP,f,10,38,3,r,,2.37,,,,
ASI,Sapporo,SAP,g,10,38,4,r,,11.1,,,,
ASI,Sapporo,SAP,h,10,38,5,r,,8.13,,,,
ASI,Sapporo,SAP,a,11,38,9,r,,1.99,,,,
ASI,Sapporo,SAP,b,11,38,10,r,,4.91,,,,
ASI,Sapporo,SAP,c,11,38,11,r,,0,,,,
ASI,Sapporo,SAP,d,11,38,12,r,,5.48,,,,
ASI,Sapporo,SAP,e,11,38,14,r,,17,,,,
ASI,Sapporo,SAP,f,11,38,15,r,,9.06,,,,
ASI,Sapporo,SAP,g,11,38,19,r,,10.9,,,,
ASI,Sapporo,SAP,h,11,39,1,r,,7,,,,
ASI,Sapporo,SAP,a,12,39,4,r,,20.4,,,,
ASI,Sapporo,SAP,b,12,39,7,r,,6.48,,,,
ASI,Sapporo,SAP,c,12,39,10,r,,25.4,,,,
ASI,Sapporo,SAP,d,12,39,13,r,left off 39.11,22.9,,,,
ASI,Sapporo,SAP,e,12,39,15,r,,48.9,,,,
ASI,Sapporo,SAP,f,12,39,16,r,,5.31,,,,
ASI,Sapporo,SAP,g,12,39,17,r,,5.25,,,,
ASI,Sapporo,SAP,h,12,39,20,r,,20.1,,,,
ASI,Lanzhou,LNZ,a,1,1,3,r,sent in tubes with silica beads...tissue nice and dry (except one tube without silica beads),13.4,74,,,
ASI,Lanzhou,LNZ,b,1,1,6,r,,8,,,,
ASI,Lanzhou,LNZ,c,1,1,7,r,,14.8,,,,
ASI,Lanzhou,LNZ,d,1,1,8,r,,24.6,,,,
ASI,Lanzhou,LNZ,e,1,1,1,r,,5.28,,,,
ASI,Lanzhou,LNZ,f,1,1,10,r,,1.6,,,,
ASI,Lanzhou,LNZ,g,1,1,11,r,left off 1.12,2.35,,,,
ASI,Lanzhou,LNZ,h,1,1,14,r,,3.77,,,,
ASI,Lanzhou,LNZ,a,2,1,15,r,,7.58,,,,
ASI,Lanzhou,LNZ,b,2,2,15,r,"left off ""1.2"" which is likely 2.1",12.6,,,,
ASI,Lanzhou,LNZ,c,2,2,7,r,,16.9,,,,
ASI,Lanzhou,LNZ,d,2,2,6,r,,5.53,,,,
ASI,Lanzhou,LNZ,e,2,2,13,r,,31.3,,,,
ASI,Lanzhou,LNZ,f,2,2,4,r,,13.6,,,,
ASI,Lanzhou,LNZ,g,2,2,3,r,,5.44,,,,
ASI,Lanzhou,LNZ,h,2,2,11,r,,2.44,,,,
ASI,Lanzhou,LNZ,a,3,2,9,r,,11.3,,,,
ASI,Lanzhou,LNZ,b,3,2,12,r,duplicate label,11.5,,,,
ASI,Lanzhou,LNZ,c,3,3,15,r,,10.2,,,,
ASI,Lanzhou,LNZ,d,3,3,5,r,,4.13,,,,
ASI,Lanzhou,LNZ,e,3,3,14,r,,7.69,,,,
ASI,Lanzhou,LNZ,f,3,3,12,r,,8.53,,,,
ASI,Lanzhou,LNZ,g,3,3,10,r,,3.11,,,,
ASI,Lanzhou,LNZ,h,3,3,7,r,,1.27,,,,
ASI,Lanzhou,LNZ,a,4,3,2,r,,4.55,,,,
ASI,Lanzhou,LNZ,b,4,3,1,r,,10.7,,,,
ASI,Lanzhou,LNZ,c,4,3,11,r,,11.2,,,,
ASI,Lanzhou,LNZ,d,4,3,4,r,,1.65,,,,
ASI,Lanzhou,LNZ,e,4,4,5,r,,3.56,,,,
ASI,Lanzhou,LNZ,f,4,4,6,r,duplicate label,14.5,,,,
ASI,Lanzhou,LNZ,g,4,4,3,r,,5.69,,,,
ASI,Lanzhou,LNZ,h,4,4,1,r,,8.65,,,,
ASI,Lanzhou,LNZ,a,5,4,2,r,,8.65,,,,
ASI,Lanzhou,LNZ,b,5,4,4,r,,2.74,,,,
ASI,Lanzhou,LNZ,c,5,4,13,r,,2.7,,,,
ASI,Lanzhou,LNZ,d,5,4,12,r,,16.7,,,,
ASI,Lanzhou,LNZ,e,5,4,10,r,,4.67,,,,
ASI,Lanzhou,LNZ,f,5,5,4,r,"I think 5 and 4 were switched, should be 4.5",4.25,,,,
ASI,Lanzhou,LNZ,g,5,5,15,r,,12.7,,,,
ASI,Lanzhou,LNZ,h,5,5,11,r,,2.62,,,,
ASI,Lanzhou,LNZ,a,6,5,13,r,,6.38,,,,
ASI,Lanzhou,LNZ,b,6,5,7,r,,8,,,,
ASI,Lanzhou,LNZ,c,6,5,9,r,,6.65,,,,
ASI,Lanzhou,LNZ,d,6,5,10,r,,59.1,,,,
ASI,Lanzhou,LNZ,e,6,5,3,r,,1.34,,,,
ASI,Lanzhou,LNZ,f,6,5,12,r,,10.1,,,,
ASI,Lanzhou,LNZ,g,6,5,8,r,,2.55,,,,
ASI,Lanzhou,LNZ,h,6,5,4,r,,1.27,,,,
ASI,Lanzhou,LNZ,a,7,33,15,u,,1.74,,,,
ASI,Lanzhou,LNZ,b,7,33,13,u,,1.42,,,,
ASI,Lanzhou,LNZ,c,7,33,7,u,,7.19,,,,
ASI,Lanzhou,LNZ,d,7,33,8,u,,2.68,,,,
ASI,Lanzhou,LNZ,e,7,33,5,u,,1.61,,,,
ASI,Lanzhou,LNZ,f,7,33,9,u,,4.05,,,,
ASI,Lanzhou,LNZ,g,7,33,2,u,,3.21,,,,
ASI,Lanzhou,LNZ,h,7,33,10,u,,2.72,,,,
ASI,Lanzhou,LNZ,a,8,33,6,u,,3.36,,,,
ASI,Lanzhou,LNZ,b,8,33,11,u,,7.97,,,,
ASI,Lanzhou,LNZ,c,8,34,3,u,left off 34.15,2.41,,,,
ASI,Lanzhou,LNZ,d,8,34,10,u,,0,,,,
ASI,Lanzhou,LNZ,e,8,34,2,u,,3.61,,,,
ASI,Lanzhou,LNZ,f,8,34,4,u,,6.16,,,,
ASI,Lanzhou,LNZ,g,8,34,1,u,,3.84,,,,
ASI,Lanzhou,LNZ,h,8,34,5,u,,5.06,,,,
ASI,Lanzhou,LNZ,a,9,34,11,u,,5.88,,,,
ASI,Lanzhou,LNZ,b,9,34,9,u,,1.23,,,,
ASI,Lanzhou,LNZ,c,9,34,8,u,,1.05,,,,
